package,score
ghc-prim,24.09155354930118
base,21.226783434182767
integer-gmp,11.543203467191605
deepseq,2.9282684370882506
array,2.8293090303896027
bytestring,2.7291783897821245
transformers,2.144523055117593
text,1.5121677647810852
containers,1.5109735985478374
mtl,0.9638016616866028
time,0.8647620541598949
template-haskell,0.6403792661362504
binary,0.49051209529073064
gogol-core,0.4806032785773277
filepath,0.4610257303079408
hashable,0.45266984483582723
unix,0.44031079587769834
amazonka-core,0.43525671662792287
vector,0.4339055764511896
transformers-compat,0.39691505324358756
stm,0.3886501302737134
directory,0.38590921309963705
unordered-containers,0.34068467225813287
aeson,0.3326856597510512
pretty,0.32683135095923627
exceptions,0.28516303036499185
attoparsec,0.2830246798881102
primitive,0.26243468604258735
semigroups,0.23000899318185328
ghc-boot-th,0.22788453394445843
process,0.2198654480351635
lens,0.2168414591178364
random,0.21550760692476773
tagged,0.20284007082205527
parsec,0.19737102186910382
transformers-base,0.19521248856707815
network,0.18673737757461892
scientific,0.18332280627433223
monad-control,0.18017812125566635
http-types,0.17661573587468293
QuickCheck,0.17136810729531918
blaze-builder,0.16609289598913707
case-insensitive,0.1548993926439058
resourcet,0.15386635320941153
conduit,0.14963074506424462
data-default-class,0.1417848260647918
utility-ht,0.11376491375171399
data-default,0.10941883163663785
dlist,0.10754983764607935
utf8-string,0.10736079933192923
base-compat,0.10472911556923466
bifunctors,0.103207753258349
old-locale,0.10160169391536227
split,0.09885074252619451
wai,0.09705280965952061
http-client,0.09595323526845462
syb,0.09593642444308809
mmorph,0.09451515999344363
comonad,0.0916314844838651
contravariant,0.09078813977888556
semigroupoids,0.08902377341715408
async,0.08717149837217825
cereal,0.08480148780169035
lifted-base,0.08336706318127929
memory,0.08124877341227908
base-orphans,0.08071132920518491
profunctors,0.07626367614117624
base64-bytestring,0.07575456005643949
optparse-applicative,0.07422640184070113
void,0.07058620665410953
ansi-terminal,0.07005986602147098
conduit-extra,0.07000104457201574
distributive,0.06966936098972239
servant,0.06783331728752506
network-uri,0.06478457550728094
blaze-html,0.06331013133349621
HUnit,0.06267914334517044
safe,0.06211042326704582
cryptonite,0.06196279102168327
Cabal,0.06012737227796445
pipes,0.05764805641797118
http-api-data,0.05677439474306861
http-conduit,0.05508334780184119
byteable,0.05504627621119933
http-media,0.05307763706959714
blaze-markup,0.05198278781806973
free,0.05150240573925229
old-time,0.050613176463497646
haskell-src-exts,0.04998155813548263
call-stack,0.04861959780407411
xml-conduit,0.04763418701056527
time-locale-compat,0.04715169997003876
tasty,0.045024176125562435
xml-types,0.04498141888089984
extensible-exceptions,0.043249966191209396
regex-base,0.04301292413215421
zlib,0.04297738608885433
ansi-wl-pprint,0.042826057149931845
constraints,0.042497193815044285
clock,0.041931777961950314
microlens,0.04192081881356099
base-prelude,0.04128696157388872
parallel,0.04038260560368471
tf-random,0.039637434871941365
mwc-random,0.03913480363917983
http-client-tls,0.038796258982384195
uuid-types,0.038394630672931286
hxt,0.037083811010754364
hmatrix,0.036821819723696844
StateVar,0.03666409690444223
yesod-core,0.035901124692016
JuicyPixels,0.03558295176438546
postgresql-simple,0.03542211915189415
cryptohash,0.035188282360394216
foundation,0.0348505659774044
temporary,0.03423370476540946
data-accessor,0.03397065740763819
linear,0.0339277518911582
vault,0.03359319170330733
monad-logger,0.03347815223293222
yaml,0.03326982373154585
unix-compat,0.03325545852773573
either,0.033096555817900525
cmdargs,0.03299447317000078
bytestring-builder,0.03293456296252817
prettyprinter,0.032740946154626416
base16-bytestring,0.032255104178864166
entropy,0.03224980552086583
asn1-types,0.03224780405537152
hourglass,0.032190867282202086
warp,0.032172540288233964
safe-exceptions,0.032143203262029234
biocore,0.03187160124445703
storable-record,0.03170155776621415
data-default-instances-containers,0.03166492895584645
data-default-instances-dlist,0.03166492895584645
data-default-instances-old-locale,0.03166492895584645
bindings-DSL,0.030784641894789973
uuid,0.030369953976814017
regex-tdfa,0.030269716995623093
haskell-src-meta,0.030184639220138313
persistent,0.02971278360277245
system-filepath,0.02968861029898903
uniplate,0.029632112154158265
streaming-commons,0.029631383105699457
shakespeare,0.029426387319402125
io-streams,0.029424817026249342
singletons,0.029035905531497066
websockets,0.028972421822332617
securemem,0.028967535221381745
MonadRandom,0.0288734130404692
haskell-gi,0.02849011131031026
haskell-gi-base,0.02849011131031026
X11,0.02837340095359483
resource-pool,0.02804052652634035
explicit-exception,0.02777798217915743
integer-logarithms,0.027599052624510245
regex-posix,0.027426957938313276
lucid,0.027169745532320325
crypto-api,0.027152310305644495
proto-lens,0.027073336710968735
tls,0.027062967426190375
fgl,0.027009654933075233
cookie,0.026916372823043874
reflection,0.026790085178218574
cpphs,0.026635074866123435
file-embed,0.026513905911502843
pretty-show,0.02625317872996431
proto-lens-protoc,0.026249503162064237
th-lift,0.026115853458695236
wai-extra,0.026069925110924715
tagsoup,0.026045215936473836
kan-extensions,0.026044885729300214
colour,0.026037915023494347
asn1-encoding,0.025849943433287767
lens-family,0.025660156169852608
HsOpenSSL,0.025647126666019777
writer-cps-transformers,0.025573248810833327
conduit-combinators,0.025326681020776374
megaparsec,0.025282134111244588
parsers,0.025267769489307697
operational,0.02505939429572472
glib,0.02488399598428927
hxt-charproperties,0.024866495537199128
hashtables,0.02468743220906159
crypto-cipher-types,0.02458863649003949
monoid-subclasses,0.02458810600263738
hspec,0.024561465778688948
vector-algorithms,0.02452650610721459
extra,0.024515435646868693
hspec-expectations,0.024423750753824164
xml,0.024319030266464266
x509,0.02415073333822183
connection,0.02411993318459986
adjunctions,0.024118224196286227
HTTP,0.023813783869083283
diagrams-lib,0.02367400884447595
hspec-core,0.023382685634698995
aeson-pretty,0.023319115041373753
math-functions,0.02305447403519811
smallcheck,0.02286089315859795
generic-deriving,0.022739419014841306
hw-prim,0.022645694960581195
path-pieces,0.02261580990467023
fast-logger,0.022600832078241685
foldl,0.022568805589881002
test-framework,0.02255415121093393
generics-sop,0.022434129084938834
wl-pprint-text,0.022401831079059922
markdown-unlit,0.022313431990817496
references,0.022157765028045236
monads-tf,0.022106038526215618
cairo,0.02208722560405802
microlens-platform,0.022005474826878996
ghc-paths,0.021953509947470806
data-binary-ieee754,0.021913670921672304
universe-instances-base,0.0218585507082753
path,0.02183026983104186
protolude,0.021690463075691103
mime-types,0.021623210290485397
non-negative,0.0213730631074958
mwc-probability,0.021302406581180017
ListLike,0.021247405812020535
hvect,0.02120751655051721
byteorder,0.021122165352677826
string-conversions,0.021050600442062823
mono-traversable,0.02089689960912875
gi-glib,0.020771851218713663
lifted-async,0.020711091632718306
HDBC,0.020676135120211266
universe-base,0.020673371942830282
monad-loops,0.02061345163946951
stringable,0.02051762844705042
MemoTrie,0.020375431857116433
x509-store,0.020351363298019044
yi-rope,0.020315346014122306
microlens-th,0.020300947955119567
fail,0.020260353875828325
snap-core,0.020157736673535993
th-orphans,0.020121097382101816
pem,0.020030871096115118
strict,0.019966657344806814
terminfo,0.019966335783784137
rebase,0.019899999778717765
fingertree,0.019874753557555296
errors,0.019866991550005066
freer,0.019801972570313197
freer-effects,0.019801972570313197
free-vl,0.019801972570313197
titlecase,0.019801972570313197
convertible,0.019793076136420503
uri-bytestring,0.019783305400549418
newtype-generics,0.01976575859776553
ieee754,0.019636997769876086
storable-complex,0.019454603169954423
web-routes,0.01940500061959029
base-unicode-symbols,0.019369758086069094
HaXml,0.019345037143629427
double-conversion,0.019329134206326173
th-lift-instances,0.019284384559820126
atomic-primops,0.019261862395833315
yi-core,0.01923450425440934
Diff,0.019157137453618092
diagrams-core,0.019153301590846175
gtk,0.01913631564388369
machines,0.01907874075404835
chunked-data,0.019078562651969364
SHA,0.019035528977722278
servant-server,0.01888467625062993
email-validate,0.018836877734475146
regex-applicative,0.018762053851005333
yesod-form,0.01875767062547554
happstack-server,0.018701785933226356
storablevector,0.01868604807461453
psqueues,0.018582822357613337
ekg-core,0.018574705316916615
stm-chans,0.0185392024384198
inline-c,0.01851666725840092
logict,0.01851575255379993
haskell-tools-ast,0.018495630784959277
gi-gobject,0.018484406348359392
numtype-dk,0.01845460029784591
hw-bits,0.018394225481974055
sample-frame,0.018330321943244608
polyparse,0.018325939607129565
groups,0.018228084276498004
ghc-tcplugins-extra,0.018222656955275526
cli,0.018137376487170998
text-format,0.01810468448441686
groom,0.01807640618684235
AC-Vector,0.018062615137232577
network-transport,0.01801428597420455
swagger2,0.017994077113980902
vector-th-unbox,0.017981150459118436
hslogger,0.017957711580815265
iproute,0.017901770955002054
