package,score
ghc-prim,22.14620701763418
base,19.770794469533154
deepseq,2.930878989881459
array,2.6707639048729908
bytestring,2.288575492093912
transformers,1.8832530619969592
text,1.3221548907803655
containers,1.3114729108456895
integer-gmp,0.8849669772298165
template-haskell,0.8433482173799595
time,0.6873476521752471
mtl,0.6662441128623613
pretty,0.5146785473516863
vector,0.48906153017737175
amazonka-core,0.4433238180423905
hashable,0.43666235713807117
filepath,0.4157132666123109
binary,0.40804139833009684
primitive,0.3944716614618957
unix,0.34391877751514394
directory,0.3332112888446819
stm,0.30598915084965167
aeson,0.3042417696196186
unordered-containers,0.2805792380320511
semigroups,0.23952035418216205
attoparsec,0.23826921308551632
exceptions,0.2315054369751517
QuickCheck,0.22527333425360066
tagged,0.217559023767252
random,0.20528482791310837
transformers-compat,0.17780934076855903
process,0.16912670040516992
parsec,0.16527003966528936
lens,0.15827825938805765
scientific,0.14629647667321624
conduit,0.12824906471051845
network,0.12627075591559672
base-orphans,0.12466312619501889
async,0.11487222834489122
ansi-terminal,0.1127316457362891
resourcet,0.11121288709728196
http-types,0.10995335838601022
base-compat,0.10691431806546176
data-default-class,0.10247148938275205
case-insensitive,0.09964046069091091
utility-ht,0.09866790939675761
transformers-base,0.09529395390875749
validity,0.09421068634113909
optparse-applicative,0.09391693733348719
memory,0.09332845128111096
semigroupoids,0.09278749913795456
unliftio-core,0.09192358320782631
bifunctors,0.08033593172873207
comonad,0.07821739886321744
syb,0.0770318215456836
cereal,0.07656454202130471
data-default,0.07616291541720757
profunctors,0.07564551693107674
monad-control,0.0753702466165693
http-client,0.0750549694242289
contravariant,0.07478249181638365
dlist,0.07272472792711862
distributive,0.07265534968630583
split,0.07231588592770091
th-abstraction,0.07128068446570192
utf8-string,0.07082642455939732
call-stack,0.06830089385055979
blaze-builder,0.06688688919484562
HUnit,0.06447197887226508
conduit-extra,0.06374556601439185
cryptonite,0.06302843214462535
old-locale,0.06170791554441231
wai,0.057456240476209224
pipes,0.05653311858581731
basement,0.055613440235612696
colour,0.055227177700621875
network-uri,0.053937678507827505
microlens,0.050754621439327845
genvalidity,0.04904799528711011
xml-conduit,0.04871516257382743
base64-bytestring,0.047691863156111416
servant,0.04661054418323756
StateVar,0.0465267118216515
megaparsec,0.04648643629528602
tasty,0.046158041604271546
clock,0.04605047085640748
mmorph,0.0453234270834436
prettyprinter,0.0445652119182134
splitmix,0.042425791169917085
blaze-html,0.04215679605870438
safe,0.04109944024090788
hspec,0.040858026770292794
ansi-wl-pprint,0.040287409902962965
http-conduit,0.04009360265888193
xml-types,0.03991529163346596
unliftio,0.03979758601901592
free,0.03883364018834069
hspec-core,0.03876682240361584
zlib,0.03854448177021673
byteable,0.038358951792536344
hourglass,0.037748920930795085
extensible-exceptions,0.03769493880145754
hspec-expectations,0.037613357670110294
blaze-markup,0.037419330169952386
void,0.03695590055529683
mono-traversable,0.03612314276540306
hw-prim,0.035726218422959345
safe-exceptions,0.03514779543623879
constraints,0.03458899009878827
netlib-ffi,0.034072557226754736
uuid-types,0.03378494130384868
extra,0.033784609153907096
http-client-tls,0.03349845133047046
asn1-types,0.032968746441112314
atomic-primops,0.03276499453601692
pretty-show,0.03260077219721913
entropy,0.032558396319997886
universe-base,0.03253047432496738
explicit-exception,0.032452067464413654
JuicyPixels,0.03197244876461321
hmatrix,0.03189602562800899
regex-base,0.03189152158834417
base-prelude,0.03188349775503197
linear,0.03144890073224663
time-compat,0.03100605334034952
storable-complex,0.03092212096455104
temporary,0.030713179702128446
haskell-gi-base,0.030333997156465797
bindings-DSL,0.030048704599855442
storable-record,0.029960226010734923
http-media,0.029304455982833
parallel,0.029271324393048827
mwc-random,0.02906151864520734
haskell-src-exts,0.02873695001674129
http-api-data,0.028630915370118505
data-accessor,0.028629195965149082
yaml,0.02842974010160675
generics-sop,0.028149234780506717
leancheck,0.028075585525948563
haskell-gi,0.027789519963630195
haskell-gi-overloading,0.027789519963630195
fail,0.027787443106515312
warp,0.0276959950371516
X11,0.027666712227967225
streaming-commons,0.027454581275261607
integer-logarithms,0.027246803799660484
MonadRandom,0.02718063027787864
unix-compat,0.027092926187485673
adjunctions,0.026669085246442036
old-time,0.02666179541420365
monad-logger,0.026496035892367934
asn1-encoding,0.026427852902744353
cmdargs,0.026264487912368684
haskell-src-meta,0.026144410831261164
securemem,0.026095468020764952
reflection,0.02570674751342363
kan-extensions,0.02570633831572077
hw-bits,0.02562339402151273
base16-bytestring,0.02537394178806856
persistent,0.025236538274716742
data-default-instances-containers,0.025080257815606397
data-default-instances-dlist,0.025080257815606397
data-default-instances-old-locale,0.025080257815606397
foldl,0.024999326652242897
uuid,0.02434129253639126
x509,0.024255404807950336
hxt,0.024087564686774008
hspec-discover,0.024039719770630096
path,0.023953867583518702
vault,0.023943032272938387
tls,0.023894642077588162
aeson-pretty,0.023808812492242936
generic-lens,0.023755881481581403
regex-posix,0.02358054555618107
auto-update,0.023328375948534062
hxt-charproperties,0.02319090932874646
uniplate,0.023115606510557316
resource-pool,0.023036991476553713
th-lift-instances,0.022972809026989203
hedgehog,0.02288960576709457
test-framework,0.022703350216324913
file-embed,0.02270190581701125
optics-core,0.022697007011789484
lifted-base,0.022691581422759177
primitive-unlifted,0.02255258457090495
dec,0.02250068428851009
text-short,0.022262248890326613
gi-glib,0.022236415527948323
parsers,0.021988550860784137
monads-tf,0.021768693343239588
tagsoup,0.021567536059112907
lucid,0.021546907174408887
operational,0.021498748250000168
singletons,0.021396841984020167
vector-algorithms,0.02134156544509596
these,0.021245637565715174
mmap,0.021203062928896104
Only,0.02102405814949596
bytes,0.021016231277710355
microlens-th,0.020849559409713742
servant-server,0.02073146123269145
gi-gobject,0.020718876681995197
ieee754,0.020636721812117474
crypto-cipher-types,0.020321483830148528
newtype-generics,0.020259787679425195
MemoTrie,0.02018475194079784
parser-combinators,0.020181924232910327
yesod-core,0.020150275630042937
th-lift,0.020031848597473385
connection,0.02002464377699699
mwc-probability,0.020009053546236836
rebase,0.019899999778717765
word8,0.019855617250373735
derulo,0.019801972570313197
doctest-driver-gen,0.019801972570313197
free-vl,0.019801972570313197
hlibcpuid,0.019801972570313197
titlecase,0.019801972570313197
hw-rankselect-base,0.019788856704213254
fsnotify,0.019769526713703196
guarded-allocation,0.019651696783257656
HTTP,0.01957445970514325
cookie,0.0195638754632203
websockets,0.019542974734007856
OpenGL,0.019414589415279498
ghc-typelits-natnormalise,0.019334653265541426
rio,0.019328982733457793
x509-store,0.019324153202234892
regex-tdfa,0.019304860464921823
cassava,0.019258036891051863
kind-apply,0.019230099595151852
pem,0.019160875125793134
monoid-subclasses,0.019106020547187665
carray,0.019042942876694734
math-functions,0.018979358696990006
ghc-tcplugins-extra,0.018972954380378906
OpenGLRaw,0.018948610227176133
vector-th-unbox,0.018885572009333485
HaXml,0.01885694202637778
pipes-parse,0.018855550301295113
pipes-safe,0.018695296172391497
type-equality,0.018647492787934365
xml,0.01856441532191991
prettyprinter-ansi-terminal,0.018547802801914294
validity-time,0.018519503647694373
lens-family,0.01851527227421856
crypto-api,0.01845155487551957
bytestring-builder,0.018410650380869496
smallcheck,0.018409342143568215
genvalidity-hspec,0.01836785719729961
proto-lens,0.018283989150978723
base-unicode-symbols,0.018177629164878317
indexed-profunctors,0.018148670347725063
fast-logger,0.018128061064826274
typed-process,0.01802694196644924
non-empty,0.018017003418010304
ghc-typelits-knownnat,0.01800249992869795
GLUT,0.017991426761660264
generic-deriving,0.017944784351069953
haskell-lexer,0.017878845911863835
path-pieces,0.017803381204837113
time-locale-compat,0.017772732807497967
util,0.017686277661996437
dual,0.017678027522342755
numtype-dk,0.017616144309890818
lens-aeson,0.017534749305072296
data-reify,0.01752571373557315
heap,0.017424999834038328
markdown-unlit,0.01738396220270686
io-streams,0.017337432235270008
hslua,0.017322897402008285
unbounded-delays,0.017108038685729073
unsafe,0.017100733303294615
papillon,0.01706134049824135
string-conversions,0.017039477437176972
errors,0.017024142062410565
conduit-combinators,0.01700844434678513
validity-containers,0.016999076347565287
network-bsd,0.016981609759296648
sop-core,0.01696693537153289
sample-frame,0.016941786259412776
tf-random,0.016906847708545555
haskeline,0.016898902548211036
shakespeare,0.0168976258574374
arithmoi,0.01688972176687203
half,0.016847618041949772
monoid-extras,0.016843431456019867
hasql,0.016800062127877036
diagrams-core,0.016788325068619096
wai-extra,0.016776982799649343
x509-validation,0.016757145014241494
data-binary-ieee754,0.016683907039560873
monad-loops,0.016683795657029293
