package,score
ghc-prim,17.00839073836987
base,14.833254934398147
bytestring,2.1775618376656474
deepseq,2.1387579564716046
array,2.0502979333405116
transformers,1.5611623657945939
text,1.09293796456027
containers,1.0628559130543527
integer-gmp,0.793293496973399
mtl,0.7514063923521473
time,0.6524687115022563
template-haskell,0.47036485392636634
filepath,0.37202953769468966
unix,0.36871459449790217
binary,0.3620392298410758
pretty,0.3370511012892307
directory,0.31597019196520604
hashable,0.31024344229754397
vector,0.3100362806525702
amazonka-core,0.3072786720374675
stm,0.27193981967392206
unordered-containers,0.26270683153844204
transformers-compat,0.23275198280629444
aeson,0.22190360674058476
attoparsec,0.19831096802099554
process,0.18645540121147605
primitive,0.17543243453534854
parsec,0.16976893844766902
exceptions,0.16590028304449703
blaze-builder,0.16348627828576306
random,0.16191334292525283
network,0.15908328865870916
semigroups,0.15776046889182657
tagged,0.15177404076549253
transformers-base,0.14835936348395998
monad-control,0.1321304002200162
http-types,0.12711494475596488
lens,0.11665717242674262
conduit,0.11318637088943553
syb,0.10811890555397342
data-default-class,0.10563931201961327
resourcet,0.10427359442863497
scientific,0.10323574962343163
QuickCheck,0.1007690773460441
old-locale,0.09665192220586621
case-insensitive,0.09497946746742265
utf8-string,0.09090903195840304
wai,0.0899239990404243
cereal,0.08106936684945974
lifted-base,0.07500859627325329
data-default,0.07412351458934925
byteable,0.07178721089837074
comonad,0.06976303522154044
pipes,0.06906716319594355
mmorph,0.0676740806660345
base64-bytestring,0.06749083164898735
semigroupoids,0.0658303744238871
contravariant,0.06544770305908283
split,0.06280036765908076
async,0.06077155894165154
HUnit,0.05977585078066388
conduit-extra,0.05880771167184772
blaze-html,0.058384069099690475
bifunctors,0.05677222351907294
dlist,0.05645610129358773
blaze-markup,0.05607220860934698
http-client,0.05564257186155634
old-time,0.05266036317965946
memory,0.052279047302590476
network-uri,0.05202742439132165
optparse-applicative,0.050941978647163065
cryptohash,0.0503750822320761
distributive,0.04935573613344253
ansi-terminal,0.049137576763614035
profunctors,0.04732947801949373
safe,0.047110280978857305
base-orphans,0.04631540245342416
void,0.045717998306689406
tasty,0.04537261473292368
http-conduit,0.0449901003904156
Cabal,0.04468044037962507
haskell-src-exts,0.04446519415170794
fay-base,0.04019934115931392
free,0.04001845687169539
zlib,0.03990145241273631
hxt,0.0390583540862737
regex-base,0.03873787128078621
fay,0.038352407903202414
extensible-exceptions,0.03821318811060762
yesod-core,0.038140001744001804
