Name,PR,Rank,NormRank,LTS
ghc-prim,23.76583774787877,1,0.00040535062829347385,14
base,20.701146621483467,2,0.0008107012565869477,14
deepseq,3.0261233947717474,3,0.0012160518848804217,14
array,2.782029726015221,4,0.0016214025131738954,14
bytestring,2.7148593539509904,5,0.002026753141467369,14
transformers,2.0227890218837827,6,0.0024321037697608433,14
text,1.488483726646826,7,0.002837454398054317,14
containers,1.4600217775604245,8,0.0032428050263477908,14
integer-gmp,1.0414004497195033,9,0.0036481556546412645,14
time,0.8281000019595343,10,0.004053506282934738,14
mtl,0.7584855734666363,11,0.0044588569112282124,14
template-haskell,0.7484310394440573,12,0.004864207539521687,14
vector,0.52945451872298,13,0.00526955816781516,14
binary,0.5181078891501396,14,0.005674908796108634,14
filepath,0.46288109618847056,15,0.006080259424402107,14
hashable,0.4564014829768022,16,0.0064856100526955816,14
unix,0.44473831658820523,17,0.006890960680989056,14
directory,0.3718268508919385,18,0.007296311309282529,14
primitive,0.3716876431360903,19,0.007701661937576003,14
pretty,0.36448857526236633,20,0.008107012565869477,14
aeson,0.33183739533788537,21,0.008512363194162952,14
stm,0.3184016609331385,22,0.008917713822456425,14
unordered-containers,0.31033093003082324,23,0.009323064450749898,14
ghc-boot-th,0.26915563710482077,24,0.009728415079043373,14
semigroups,0.268758745871826,25,0.010133765707336847,14
attoparsec,0.25788713682991354,26,0.01053911633563032,14
exceptions,0.22828484187170675,27,0.010944466963923795,14
QuickCheck,0.22634762638527592,28,0.011349817592217268,14
transformers-compat,0.21828818399237598,29,0.011755168220510741,14
random,0.21769452481738574,30,0.012160518848804215,14
tagged,0.21346786855339256,31,0.01256586947709769,14
process,0.20002369325159078,32,0.012971220105391163,14
parsec,0.1922901271242702,33,0.013376570733684636,14
network,0.17420726436614678,34,0.013781921361978111,14
lens,0.16695549555142647,35,0.014187271990271585,14
scientific,0.15807606715379552,36,0.014592622618565058,14
base-orphans,0.1363412345001056,37,0.014997973246858533,14
async,0.12914109786385702,38,0.015403323875152006,14
conduit,0.12213616836950586,39,0.01580867450344548,14
http-types,0.11392232824169046,40,0.016214025131738953,14
ansi-terminal,0.1137946195649259,41,0.016619375760032428,14
base-compat,0.11307848057023479,42,0.017024726388325903,14
data-default-class,0.11136524887722143,43,0.017430077016619375,14
transformers-base,0.11107129934721624,44,0.01783542764491285,14
utility-ht,0.11103968641869208,45,0.018240778273206325,14
semigroupoids,0.10214959744628462,46,0.018646128901499796,14
resourcet,0.1003571917829177,47,0.01905147952979327,14
cereal,0.10010320203642141,48,0.019456830158086746,14
case-insensitive,0.10001586759650175,49,0.019862180786380218,14
memory,0.09491834653520055,50,0.020267531414673693,14
optparse-applicative,0.09412611075018171,51,0.020672882042967168,14
utf8-string,0.09067583924779819,52,0.02107823267126064,14
profunctors,0.08976283123540221,53,0.021483583299554115,14
monad-control,0.08928599059544635,54,0.02188893392784759,14
unliftio-core,0.0881395591582307,55,0.02229428455614106,14
comonad,0.08759701761185784,56,0.022699635184434536,14
blaze-builder,0.08666802147247184,57,0.02310498581272801,14
data-default,0.0860842237861066,58,0.023510336441021483,14
syb,0.0828201756790828,59,0.023915687069314958,14
split,0.08043323198839834,60,0.02432103769760843,14
contravariant,0.08036354486815514,61,0.024726388325901905,14
dlist,0.08000078398716837,62,0.02513173895419538,14
wai,0.07818917963820372,63,0.02553708958248885,14
distributive,0.07756649731588093,64,0.025942440210782326,14
bifunctors,0.07590329860824742,65,0.0263477908390758,14
validity,0.07551407451399428,66,0.026753141467369273,14
old-locale,0.07288847219177964,67,0.027158492095662748,14
