﻿Name,Url,Version Count
di-core,https://hackage.haskell.org/package/di-core,5
dictionary-sharing,https://hackage.haskell.org/package/dictionary-sharing,1
Diff,https://hackage.haskell.org/package/Diff,11
digest,https://hackage.haskell.org/package/digest,12
digits,https://hackage.haskell.org/package/digits,4
dimensional,https://hackage.haskell.org/package/dimensional,29
di-monad,https://hackage.haskell.org/package/di-monad,7
directory,https://hackage.haskell.org/package/directory,42
directory-tree,https://hackage.haskell.org/package/directory-tree,12
direct-sqlite,https://hackage.haskell.org/package/direct-sqlite,32
discount,https://hackage.haskell.org/package/discount,2
disk-free-space,https://hackage.haskell.org/package/disk-free-space,2
distributed-closure,https://hackage.haskell.org/package/distributed-closure,14
distribution-nixpkgs,https://hackage.haskell.org/package/distribution-nixpkgs,7
distribution-opensuse,https://hackage.haskell.org/package/distribution-opensuse,3
distributive,https://hackage.haskell.org/package/distributive,25
dl-fedora,https://hackage.haskell.org/package/dl-fedora,6
dlist,https://hackage.haskell.org/package/dlist,22
dlist-instances,https://hackage.haskell.org/package/dlist-instances,3
dlist-nonempty,https://hackage.haskell.org/package/dlist-nonempty,2
dns,https://hackage.haskell.org/package/dns,49
dockerfile,https://hackage.haskell.org/package/dockerfile,3
docopt,https://hackage.haskell.org/package/docopt,9
doctemplates,https://hackage.haskell.org/package/doctemplates,18
doctest,https://hackage.haskell.org/package/doctest,51
doctest-discover,https://hackage.haskell.org/package/doctest-discover,12
doctest-driver-gen,https://hackage.haskell.org/package/doctest-driver-gen,11
doldol,https://hackage.haskell.org/package/doldol,4
do-list,https://hackage.haskell.org/package/do-list,6
dom-parser,https://hackage.haskell.org/package/dom-parser,7
do-notation,https://hackage.haskell.org/package/do-notation,3
dotenv,https://hackage.haskell.org/package/dotenv,41
dotgen,https://hackage.haskell.org/package/dotgen,7
dotnet-timespan,https://hackage.haskell.org/package/dotnet-timespan,1
double-conversion,https://hackage.haskell.org/package/double-conversion,9
download,https://hackage.haskell.org/package/download,13
drinkery,https://hackage.haskell.org/package/drinkery,7
dsp,https://hackage.haskell.org/package/dsp,9
dual,https://hackage.haskell.org/package/dual,7
dual-tree,https://hackage.haskell.org/package/dual-tree,20
dublincore-xml-conduit,https://hackage.haskell.org/package/dublincore-xml-conduit,4
dunai,https://hackage.haskell.org/package/dunai,11
dunai-core,https://hackage.haskell.org/package/dunai-core,1
duration,https://hackage.haskell.org/package/duration,1
dvorak,https://hackage.haskell.org/package/dvorak,1
dynamic-state,https://hackage.haskell.org/package/dynamic-state,12
dyre,https://hackage.haskell.org/package/dyre,21
eap,https://hackage.haskell.org/package/eap,7
Earley,https://hackage.haskell.org/package/Earley,18
easy-file,https://hackage.haskell.org/package/easy-file,5
easytest,https://hackage.haskell.org/package/easytest,5
Ebnf2ps,https://hackage.haskell.org/package/Ebnf2ps,8
echo,https://hackage.haskell.org/package/echo,4
ecstasy,https://hackage.haskell.org/package/ecstasy,8
ed25519,https://hackage.haskell.org/package/ed25519,5
edit-distance,https://hackage.haskell.org/package/edit-distance,9
edit-distance-vector,https://hackage.haskell.org/package/edit-distance-vector,5
editor-open,https://hackage.haskell.org/package/editor-open,11
either,https://hackage.haskell.org/package/either,42
either-both,https://hackage.haskell.org/package/either-both,3
ekg,https://hackage.haskell.org/package/ekg,29
ekg-core,https://hackage.haskell.org/package/ekg-core,12
ekg-json,https://hackage.haskell.org/package/ekg-json,7
ekg-statsd,https://hackage.haskell.org/package/ekg-statsd,11
elerea,https://hackage.haskell.org/package/elerea,24
elf,https://hackage.haskell.org/package/elf,11
eliminators,https://hackage.haskell.org/package/eliminators,8
elm2nix,https://hackage.haskell.org/package/elm2nix,4
elm-bridge,https://hackage.haskell.org/package/elm-bridge,14
elm-core-sources,https://hackage.haskell.org/package/elm-core-sources,1
elm-export,https://hackage.haskell.org/package/elm-export,13
emacs-module,https://hackage.haskell.org/package/emacs-module,2
email-validate,https://hackage.haskell.org/package/email-validate,37
emd,https://hackage.haskell.org/package/emd,17
enclosed-exceptions,https://hackage.haskell.org/package/enclosed-exceptions,7
ENIG,https://hackage.haskell.org/package/ENIG,2
entropy,https://hackage.haskell.org/package/entropy,25
enummapset,https://hackage.haskell.org/package/enummapset,8
enumset,https://hackage.haskell.org/package/enumset,7
enum-subset-generate,https://hackage.haskell.org/package/enum-subset-generate,1
enum-text,https://hackage.haskell.org/package/enum-text,3
enum-text-rio,https://hackage.haskell.org/package/enum-text-rio,2
envelope,https://hackage.haskell.org/package/envelope,5
envy,https://hackage.haskell.org/package/envy,19
epub-metadata,https://hackage.haskell.org/package/epub-metadata,17
eq,https://hackage.haskell.org/package/eq,28
equal-files,https://hackage.haskell.org/package/equal-files,9
erf,https://hackage.haskell.org/package/erf,3
errors,https://hackage.haskell.org/package/errors,28
errors-ext,https://hackage.haskell.org/package/errors-ext,9
error-util,https://hackage.haskell.org/package/error-util,2
ersatz,https://hackage.haskell.org/package/ersatz,21
esqueleto,https://hackage.haskell.org/package/esqueleto,99
etc,https://hackage.haskell.org/package/etc,13
eventful-core,https://hackage.haskell.org/package/eventful-core,5
eventful-memory,https://hackage.haskell.org/package/eventful-memory,5
eventful-sql-common,https://hackage.haskell.org/package/eventful-sql-common,5
eventful-sqlite,https://hackage.haskell.org/package/eventful-sqlite,5
eventful-test-helpers,https://hackage.haskell.org/package/eventful-test-helpers,5
event-list,https://hackage.haskell.org/package/event-list,18
eventstore,https://hackage.haskell.org/package/eventstore,63
every,https://hackage.haskell.org/package/every,2
exact-combinatorics,https://hackage.haskell.org/package/exact-combinatorics,5
exact-pi,https://hackage.haskell.org/package/exact-pi,17
exceptional,https://hackage.haskell.org/package/exceptional,16
exception-mtl,https://hackage.haskell.org/package/exception-mtl,10
exceptions,https://hackage.haskell.org/package/exceptions,27
exception-transformers,https://hackage.haskell.org/package/exception-transformers,15
executable-hash,https://hackage.haskell.org/package/executable-hash,6
executable-path,https://hackage.haskell.org/package/executable-path,5
exit-codes,https://hackage.haskell.org/package/exit-codes,3
exomizer,https://hackage.haskell.org/package/exomizer,1
expiring-cache-map,https://hackage.haskell.org/package/expiring-cache-map,5
explicit-exception,https://hackage.haskell.org/package/explicit-exception,19
exp-pairs,https://hackage.haskell.org/package/exp-pairs,11
extensible-exceptions,https://hackage.haskell.org/package/extensible-exceptions,6
extra,https://hackage.haskell.org/package/extra,56
extractable-singleton,https://hackage.haskell.org/package/extractable-singleton,3
extrapolate,https://hackage.haskell.org/package/extrapolate,13
fail,https://hackage.haskell.org/package/fail,1
failable,https://hackage.haskell.org/package/failable,13
fakedata,https://hackage.haskell.org/package/fakedata,10
farmhash,https://hackage.haskell.org/package/farmhash,6
fast-builder,https://hackage.haskell.org/package/fast-builder,13
fast-digits,https://hackage.haskell.org/package/fast-digits,4
fast-logger,https://hackage.haskell.org/package/fast-logger,46
fast-math,https://hackage.haskell.org/package/fast-math,4
fb,https://hackage.haskell.org/package/fb,88
fclabels,https://hackage.haskell.org/package/fclabels,53
feature-flags,https://hackage.haskell.org/package/feature-flags,2
fedora-dists,https://hackage.haskell.org/package/fedora-dists,7
feed,https://hackage.haskell.org/package/feed,30
FenwickTree,https://hackage.haskell.org/package/FenwickTree,4
fft,https://hackage.haskell.org/package/fft,19
fgl,https://hackage.haskell.org/package/fgl,21
fib,https://hackage.haskell.org/package/fib,1
filecache,https://hackage.haskell.org/package/filecache,15
file-embed,https://hackage.haskell.org/package/file-embed,29
file-embed-lzma,https://hackage.haskell.org/package/file-embed-lzma,1
filelock,https://hackage.haskell.org/package/filelock,6
filemanip,https://hackage.haskell.org/package/filemanip,6
file-modules,https://hackage.haskell.org/package/file-modules,7
filepath,https://hackage.haskell.org/package/filepath,17
filepattern,https://hackage.haskell.org/package/filepattern,3
fileplow,https://hackage.haskell.org/package/fileplow,1
filter-logger,https://hackage.haskell.org/package/filter-logger,6
filtrable,https://hackage.haskell.org/package/filtrable,9
fin,https://hackage.haskell.org/package/fin,6
FindBin,https://hackage.haskell.org/package/FindBin,5
fingertree,https://hackage.haskell.org/package/fingertree,15
finite-typelits,https://hackage.haskell.org/package/finite-typelits,8
first-class-families,https://hackage.haskell.org/package/first-class-families,9
first-class-patterns,https://hackage.haskell.org/package/first-class-patterns,10
fitspec,https://hackage.haskell.org/package/fitspec,13
fixed,https://hackage.haskell.org/package/fixed,6
fixed-length,https://hackage.haskell.org/package/fixed-length,8
fixed-vector,https://hackage.haskell.org/package/fixed-vector,32
fixed-vector-hetero,https://hackage.haskell.org/package/fixed-vector-hetero,8
flac,https://hackage.haskell.org/package/flac,4
flac-picture,https://hackage.haskell.org/package/flac-picture,3
flags-applicative,https://hackage.haskell.org/package/flags-applicative,14
flat-mcmc,https://hackage.haskell.org/package/flat-mcmc,12
flay,https://hackage.haskell.org/package/flay,4
flexible-defaults,https://hackage.haskell.org/package/flexible-defaults,8
FloatingHex,https://hackage.haskell.org/package/FloatingHex,5
floatshow,https://hackage.haskell.org/package/floatshow,7
flow,https://hackage.haskell.org/package/flow,19
fmlist,https://hackage.haskell.org/package/fmlist,13
fmt,https://hackage.haskell.org/package/fmt,13
fmt-for-rio,https://hackage.haskell.org/package/fmt-for-rio,1
fn,https://hackage.haskell.org/package/fn,14
focus,https://hackage.haskell.org/package/focus,13
focuslist,https://hackage.haskell.org/package/focuslist,3
foldable1,https://hackage.haskell.org/package/foldable1,1
fold-debounce,https://hackage.haskell.org/package/fold-debounce,11
fold-debounce-conduit,https://hackage.haskell.org/package/fold-debounce-conduit,11
foldl,https://hackage.haskell.org/package/foldl,39
folds,https://hackage.haskell.org/package/folds,14
follow-file,https://hackage.haskell.org/package/follow-file,5
FontyFruity,https://hackage.haskell.org/package/FontyFruity,20
force-layout,https://hackage.haskell.org/package/force-layout,24
foreign-store,https://hackage.haskell.org/package/foreign-store,3
forkable-monad,https://hackage.haskell.org/package/forkable-monad,6
forma,https://hackage.haskell.org/package/forma,7
format-numbers,https://hackage.haskell.org/package/format-numbers,2
formatting,https://hackage.haskell.org/package/formatting,32
foundation,https://hackage.haskell.org/package/foundation,25
free,https://hackage.haskell.org/package/free,57
freenect,https://hackage.haskell.org/package/freenect,6
freer-simple,https://hackage.haskell.org/package/freer-simple,7
freetype2,https://hackage.haskell.org/package/freetype2,4
free-vl,https://hackage.haskell.org/package/free-vl,5
friendly-time,https://hackage.haskell.org/package/friendly-time,6
frisby,https://hackage.haskell.org/package/frisby,5
from-sum,https://hackage.haskell.org/package/from-sum,7
frontmatter,https://hackage.haskell.org/package/frontmatter,3
fsnotify,https://hackage.haskell.org/package/fsnotify,26
fsnotify-conduit,https://hackage.haskell.org/package/fsnotify-conduit,3
funcmp,https://hackage.haskell.org/package/funcmp,10
function-builder,https://hackage.haskell.org/package/function-builder,10
functor-classes-compat,https://hackage.haskell.org/package/functor-classes-compat,1
functor-combinators,https://hackage.haskell.org/package/functor-combinators,5
fused-effects,https://hackage.haskell.org/package/fused-effects,15
fuzzcheck,https://hackage.haskell.org/package/fuzzcheck,1
fuzzy-dates,https://hackage.haskell.org/package/fuzzy-dates,6
fuzzyset,https://hackage.haskell.org/package/fuzzyset,11
galois-field,https://hackage.haskell.org/package/galois-field,8
gauge,https://hackage.haskell.org/package/gauge,10
gc,https://hackage.haskell.org/package/gc,4
gd,https://hackage.haskell.org/package/gd,15
gdp,https://hackage.haskell.org/package/gdp,3
general-games,https://hackage.haskell.org/package/general-games,10
generic-arbitrary,https://hackage.haskell.org/package/generic-arbitrary,1
generic-data,https://hackage.haskell.org/package/generic-data,11
generic-data-surgery,https://hackage.haskell.org/package/generic-data-surgery,2
generic-deriving,https://hackage.haskell.org/package/generic-deriving,39
generic-lens,https://hackage.haskell.org/package/generic-lens,17
GenericPretty,https://hackage.haskell.org/package/GenericPretty,19
generic-random,https://hackage.haskell.org/package/generic-random,13
generics-eot,https://hackage.haskell.org/package/generics-eot,8
generics-mrsop,https://hackage.haskell.org/package/generics-mrsop,6
generics-sop,https://hackage.haskell.org/package/generics-sop,21
generics-sop-lens,https://hackage.haskell.org/package/generics-sop-lens,5
genvalidity,https://hackage.haskell.org/package/genvalidity,29
genvalidity-aeson,https://hackage.haskell.org/package/genvalidity-aeson,6
genvalidity-bytestring,https://hackage.haskell.org/package/genvalidity-bytestring,10
genvalidity-containers,https://hackage.haskell.org/package/genvalidity-containers,16
genvalidity-hspec,https://hackage.haskell.org/package/genvalidity-hspec,26
genvalidity-hspec-aeson,https://hackage.haskell.org/package/genvalidity-hspec-aeson,12
genvalidity-hspec-binary,https://hackage.haskell.org/package/genvalidity-hspec-binary,7
genvalidity-hspec-cereal,https://hackage.haskell.org/package/genvalidity-hspec-cereal,8
genvalidity-hspec-hashable,https://hackage.haskell.org/package/genvalidity-hspec-hashable,8
genvalidity-hspec-optics,https://hackage.haskell.org/package/genvalidity-hspec-optics,5
genvalidity-path,https://hackage.haskell.org/package/genvalidity-path,10
genvalidity-property,https://hackage.haskell.org/package/genvalidity-property,11
genvalidity-scientific,https://hackage.haskell.org/package/genvalidity-scientific,6
genvalidity-text,https://hackage.haskell.org/package/genvalidity-text,14
genvalidity-time,https://hackage.haskell.org/package/genvalidity-time,12
genvalidity-unordered-containers,https://hackage.haskell.org/package/genvalidity-unordered-containers,8
genvalidity-uuid,https://hackage.haskell.org/package/genvalidity-uuid,5
genvalidity-vector,https://hackage.haskell.org/package/genvalidity-vector,8
geojson,https://hackage.haskell.org/package/geojson,19
getopt-generics,https://hackage.haskell.org/package/getopt-generics,28
ghc,https://hackage.haskell.org/package/ghc,8
ghc-boot,https://hackage.haskell.org/package/ghc-boot,12
ghc-boot-th,https://hackage.haskell.org/package/ghc-boot-th,12
ghc-compact,https://hackage.haskell.org/package/ghc-compact,1
ghc-core,https://hackage.haskell.org/package/ghc-core,15
ghc-exactprint,https://hackage.haskell.org/package/ghc-exactprint,30
ghci,https://hackage.haskell.org/package/ghci,11
ghcid,https://hackage.haskell.org/package/ghcid,38
ghci-hexcalc,https://hackage.haskell.org/package/ghci-hexcalc,4
ghcjs-codemirror,https://hackage.haskell.org/package/ghcjs-codemirror,2
ghc-lib,https://hackage.haskell.org/package/ghc-lib,26
ghc-lib-parser,https://hackage.haskell.org/package/ghc-lib-parser,23
ghc-parser,https://hackage.haskell.org/package/ghc-parser,13
ghc-paths,https://hackage.haskell.org/package/ghc-paths,11
ghc-prim,https://hackage.haskell.org/package/ghc-prim,7
ghc-prof,https://hackage.haskell.org/package/ghc-prof,19
ghc-syntax-highlighter,https://hackage.haskell.org/package/ghc-syntax-highlighter,7
ghc-tcplugins-extra,https://hackage.haskell.org/package/ghc-tcplugins-extra,12
ghc-typelits-extra,https://hackage.haskell.org/package/ghc-typelits-extra,16
ghc-typelits-knownnat,https://hackage.haskell.org/package/ghc-typelits-knownnat,18
ghc-typelits-natnormalise,https://hackage.haskell.org/package/ghc-typelits-natnormalise,32
ghost-buster,https://hackage.haskell.org/package/ghost-buster,1
gi-atk,https://hackage.haskell.org/package/gi-atk,30
gi-cairo,https://hackage.haskell.org/package/gi-cairo,31
gi-gdk,https://hackage.haskell.org/package/gi-gdk,33
gi-gdkpixbuf,https://hackage.haskell.org/package/gi-gdkpixbuf,32
gi-gio,https://hackage.haskell.org/package/gi-gio,36
gi-glib,https://hackage.haskell.org/package/gi-glib,36
gi-gobject,https://hackage.haskell.org/package/gi-gobject,32
gi-gtk,https://hackage.haskell.org/package/gi-gtk,44
gi-gtk-hs,https://hackage.haskell.org/package/gi-gtk-hs,17
gi-gtksource,https://hackage.haskell.org/package/gi-gtksource,23
gi-javascriptcore,https://hackage.haskell.org/package/gi-javascriptcore,51
ginger,https://hackage.haskell.org/package/ginger,54
gingersnap,https://hackage.haskell.org/package/gingersnap,18
gi-pango,https://hackage.haskell.org/package/gi-pango,32
githash,https://hackage.haskell.org/package/githash,8
github-release,https://hackage.haskell.org/package/github-release,31
github-types,https://hackage.haskell.org/package/github-types,8
github-webhooks,https://hackage.haskell.org/package/github-webhooks,6
gitrev,https://hackage.haskell.org/package/gitrev,5
gi-vte,https://hackage.haskell.org/package/gi-vte,34
gl,https://hackage.haskell.org/package/gl,26
glabrous,https://hackage.haskell.org/package/glabrous,22
glaze,https://hackage.haskell.org/package/glaze,5
glazier,https://hackage.haskell.org/package/glazier,14
GLFW-b,https://hackage.haskell.org/package/GLFW-b,44
Glob,https://hackage.haskell.org/package/Glob,31
gloss,https://hackage.haskell.org/package/gloss,55
gloss-algorithms,https://hackage.haskell.org/package/gloss-algorithms,9
gloss-examples,https://hackage.haskell.org/package/gloss-examples,48
gloss-raster,https://hackage.haskell.org/package/gloss-raster,30
gloss-rendering,https://hackage.haskell.org/package/gloss-rendering,14
GLURaw,https://hackage.haskell.org/package/GLURaw,17
GLUT,https://hackage.haskell.org/package/GLUT,36
gnuplot,https://hackage.haskell.org/package/gnuplot,31
google-isbn,https://hackage.haskell.org/package/google-isbn,8
google-oauth2-jwt,https://hackage.haskell.org/package/google-oauth2-jwt,12
gpolyline,https://hackage.haskell.org/package/gpolyline,2
graph-core,https://hackage.haskell.org/package/graph-core,6
graphite,https://hackage.haskell.org/package/graphite,25
graphs,https://hackage.haskell.org/package/graphs,18
graphviz,https://hackage.haskell.org/package/graphviz,49
graph-wrapper,https://hackage.haskell.org/package/graph-wrapper,15
gravatar,https://hackage.haskell.org/package/gravatar,11
graylog,https://hackage.haskell.org/package/graylog,2
greskell,https://hackage.haskell.org/package/greskell,13
greskell-core,https://hackage.haskell.org/package/greskell-core,12
greskell-websocket,https://hackage.haskell.org/package/greskell-websocket,6
groom,https://hackage.haskell.org/package/groom,4
groundhog,https://hackage.haskell.org/package/groundhog,30
groundhog-inspector,https://hackage.haskell.org/package/groundhog-inspector,11
groundhog-mysql,https://hackage.haskell.org/package/groundhog-mysql,19
groundhog-postgresql,https://hackage.haskell.org/package/groundhog-postgresql,29
groundhog-sqlite,https://hackage.haskell.org/package/groundhog-sqlite,24
groundhog-th,https://hackage.haskell.org/package/groundhog-th,29
group-by-date,https://hackage.haskell.org/package/group-by-date,6
grouped-list,https://hackage.haskell.org/package/grouped-list,13
groups,https://hackage.haskell.org/package/groups,7
guarded-allocation,https://hackage.haskell.org/package/guarded-allocation,2
gym-http-api,https://hackage.haskell.org/package/gym-http-api,2
H,https://hackage.haskell.org/package/H,4
hackage-db,https://hackage.haskell.org/package/hackage-db,17
hackage-security,https://hackage.haskell.org/package/hackage-security,12
haddock-library,https://hackage.haskell.org/package/haddock-library,17
hadolint,https://hackage.haskell.org/package/hadolint,38
half,https://hackage.haskell.org/package/half,10
hamilton,https://hackage.haskell.org/package/hamilton,4
hamtsolo,https://hackage.haskell.org/package/hamtsolo,4
HandsomeSoup,https://hackage.haskell.org/package/HandsomeSoup,10
hapistrano,https://hackage.haskell.org/package/hapistrano,39
happy,https://hackage.haskell.org/package/happy,27
hasbolt,https://hackage.haskell.org/package/hasbolt,26
hashable,https://hackage.haskell.org/package/hashable,34
hashable-time,https://hackage.haskell.org/package/hashable-time,5
hashids,https://hackage.haskell.org/package/hashids,5
hashmap,https://hackage.haskell.org/package/hashmap,15
hashtables,https://hackage.haskell.org/package/hashtables,27
haskeline,https://hackage.haskell.org/package/haskeline,52
haskell-gi,https://hackage.haskell.org/package/haskell-gi,34
haskell-gi-base,https://hackage.haskell.org/package/haskell-gi-base,37
haskell-gi-overloading,https://hackage.haskell.org/package/haskell-gi-overloading,2
haskell-lexer,https://hackage.haskell.org/package/haskell-lexer,4
haskell-lsp,https://hackage.haskell.org/package/haskell-lsp,29
haskell-lsp-types,https://hackage.haskell.org/package/haskell-lsp-types,25
haskell-names,https://hackage.haskell.org/package/haskell-names,36
haskell-spacegoo,https://hackage.haskell.org/package/haskell-spacegoo,3
haskell-src,https://hackage.haskell.org/package/haskell-src,10
haskell-src-exts,https://hackage.haskell.org/package/haskell-src-exts,89
haskell-src-exts-util,https://hackage.haskell.org/package/haskell-src-exts-util,9
haskell-src-meta,https://hackage.haskell.org/package/haskell-src-meta,47
haskey-btree,https://hackage.haskell.org/package/haskey-btree,6
haskintex,https://hackage.haskell.org/package/haskintex,18
haskoin-core,https://hackage.haskell.org/package/haskoin-core,28
hasql,https://hackage.haskell.org/package/hasql,70
hasql-optparse-applicative,https://hackage.haskell.org/package/hasql-optparse-applicative,13
hasql-pool,https://hackage.haskell.org/package/hasql-pool,12
hasql-transaction,https://hackage.haskell.org/package/hasql-transaction,24
hasty-hamiltonian,https://hackage.haskell.org/package/hasty-hamiltonian,9
HaTeX,https://hackage.haskell.org/package/HaTeX,49
haxl,https://hackage.haskell.org/package/haxl,13
hbeanstalk,https://hackage.haskell.org/package/hbeanstalk,6
HCodecs,https://hackage.haskell.org/package/HCodecs,14
hdaemonize,https://hackage.haskell.org/package/hdaemonize,19
HDBC,https://hackage.haskell.org/package/HDBC,25
HDBC-mysql,https://hackage.haskell.org/package/HDBC-mysql,20
HDBC-session,https://hackage.haskell.org/package/HDBC-session,7
heap,https://hackage.haskell.org/package/heap,16
heaps,https://hackage.haskell.org/package/heaps,14
hebrew-time,https://hackage.haskell.org/package/hebrew-time,7
hedgehog,https://hackage.haskell.org/package/hedgehog,16
hedgehog-corpus,https://hackage.haskell.org/package/hedgehog-corpus,2
hedgehog-fn,https://hackage.haskell.org/package/hedgehog-fn,3
hedis,https://hackage.haskell.org/package/hedis,68
hedn,https://hackage.haskell.org/package/hedn,15
here,https://hackage.haskell.org/package/here,16
heredoc,http://hackage.haskell.org/package/heredoc,3
heterocephalus,https://hackage.haskell.org/package/heterocephalus,16
hex,https://hackage.haskell.org/package/hex,3
hexml,https://hackage.haskell.org/package/hexml,7
hexml-lens,https://hackage.haskell.org/package/hexml-lens,4
hexpat,https://hackage.haskell.org/package/hexpat,46
hexstring,https://hackage.haskell.org/package/hexstring,4
hformat,https://hackage.haskell.org/package/hformat,8
hfsevents,https://hackage.haskell.org/package/hfsevents,7
hidapi,https://hackage.haskell.org/package/hidapi,6
hidden-char,https://hackage.haskell.org/package/hidden-char,3
hi-file-parser,https://hackage.haskell.org/package/hi-file-parser,1
higher-leveldb,https://hackage.haskell.org/package/higher-leveldb,16
highlighting-kate,https://hackage.haskell.org/package/highlighting-kate,64
hinfo,https://hackage.haskell.org/package/hinfo,3
hinotify,https://hackage.haskell.org/package/hinotify,16
hint,https://hackage.haskell.org/package/hint,36
hjsmin,https://hackage.haskell.org/package/hjsmin,38
hkgr,https://hackage.haskell.org/package/hkgr,15
hledger,https://hackage.haskell.org/package/hledger,79
hledger-iadd,https://hackage.haskell.org/package/hledger-iadd,24
hledger-interest,https://hackage.haskell.org/package/hledger-interest,13
hledger-lib,https://hackage.haskell.org/package/hledger-lib,67
hledger-ui,https://hackage.haskell.org/package/hledger-ui,38
hledger-web,https://hackage.haskell.org/package/hledger-web,70
hlibgit2,https://hackage.haskell.org/package/hlibgit2,31
hlibsass,https://hackage.haskell.org/package/hlibsass,14
hlint,https://hackage.haskell.org/package/hlint,189
hmatrix,https://hackage.haskell.org/package/hmatrix,58
hmatrix-backprop,https://hackage.haskell.org/package/hmatrix-backprop,9
hmatrix-gsl,https://hackage.haskell.org/package/hmatrix-gsl,9
hmatrix-gsl-stats,https://hackage.haskell.org/package/hmatrix-gsl-stats,37
hmatrix-morpheus,https://hackage.haskell.org/package/hmatrix-morpheus,6
hmatrix-vector-sized,https://hackage.haskell.org/package/hmatrix-vector-sized,8
hmm-lapack,https://hackage.haskell.org/package/hmm-lapack,5
hmpfr,https://hackage.haskell.org/package/hmpfr,23
hoauth2,https://hackage.haskell.org/package/hoauth2,63
Hoed,https://hackage.haskell.org/package/Hoed,16
hoogle,https://hackage.haskell.org/package/hoogle,92
hOpenPGP,https://hackage.haskell.org/package/hOpenPGP,81
hopenpgp-tools,https://hackage.haskell.org/package/hopenpgp-tools,49
hopenssl,https://hackage.haskell.org/package/hopenssl,16
hopfli,https://hackage.haskell.org/package/hopfli,5
hosc,https://hackage.haskell.org/package/hosc,21
hostname,https://hackage.haskell.org/package/hostname,1
hostname-validate,https://hackage.haskell.org/package/hostname-validate,1
hourglass,https://hackage.haskell.org/package/hourglass,16
hourglass-orphans,https://hackage.haskell.org/package/hourglass-orphans,1
hp2pretty,https://hackage.haskell.org/package/hp2pretty,11
hpack,https://hackage.haskell.org/package/hpack,65
hpack-dhall,https://hackage.haskell.org/package/hpack-dhall,7
hpc,https://hackage.haskell.org/package/hpc,13
hquantlib-time,https://hackage.haskell.org/package/hquantlib-time,3
hreader,https://hackage.haskell.org/package/hreader,8
hreader-lens,https://hackage.haskell.org/package/hreader-lens,4
hruby,https://hackage.haskell.org/package/hruby,35
hsass,https://hackage.haskell.org/package/hsass,10
hs-bibutils,https://hackage.haskell.org/package/hs-bibutils,20
hsc2hs,https://hackage.haskell.org/package/hsc2hs,8
hschema,https://hackage.haskell.org/package/hschema,2
hschema-aeson,https://hackage.haskell.org/package/hschema-aeson,2
hschema-prettyprinter,https://hackage.haskell.org/package/hschema-prettyprinter,2
hschema-quickcheck,https://hackage.haskell.org/package/hschema-quickcheck,2
hscolour,https://hackage.haskell.org/package/hscolour,26
hsdev,https://hackage.haskell.org/package/hsdev,70
hsdns,https://hackage.haskell.org/package/hsdns,13
hsebaysdk,https://hackage.haskell.org/package/hsebaysdk,6
hsemail,https://hackage.haskell.org/package/hsemail,18
hset,https://hackage.haskell.org/package/hset,12
HSet,https://hackage.haskell.org/package/HSet,2
hsexif,https://hackage.haskell.org/package/hsexif,29
hs-functors,https://hackage.haskell.org/package/hs-functors,8
hs-GeoIP,https://hackage.haskell.org/package/hs-GeoIP,3
hsini,https://hackage.haskell.org/package/hsini,11
hsinstall,https://hackage.haskell.org/package/hsinstall,12
HSlippyMap,https://hackage.haskell.org/package/HSlippyMap,16
hslogger,https://hackage.haskell.org/package/hslogger,28
hslua,https://hackage.haskell.org/package/hslua,37
hslua-aeson,https://hackage.haskell.org/package/hslua-aeson,9
hslua-module-system,https://hackage.haskell.org/package/hslua-module-system,4
hslua-module-text,https://hackage.haskell.org/package/hslua-module-text,6
HsOpenSSL,https://hackage.haskell.org/package/HsOpenSSL,69
HsOpenSSL-x509-system,https://hackage.haskell.org/package/HsOpenSSL-x509-system,4
hsp,https://hackage.haskell.org/package/hsp,18
hspec,https://hackage.haskell.org/package/hspec,117
hspec-attoparsec,https://hackage.haskell.org/package/hspec-attoparsec,3
hspec-checkers,https://hackage.haskell.org/package/hspec-checkers,3
hspec-contrib,https://hackage.haskell.org/package/hspec-contrib,8
hspec-core,https://hackage.haskell.org/package/hspec-core,45
hspec-discover,https://hackage.haskell.org/package/hspec-discover,55
hspec-expectations,https://hackage.haskell.org/package/hspec-expectations,21
hspec-expectations-lifted,https://hackage.haskell.org/package/hspec-expectations-lifted,4
hspec-expectations-pretty-diff,https://hackage.haskell.org/package/hspec-expectations-pretty-diff,5
hspec-golden-aeson,https://hackage.haskell.org/package/hspec-golden-aeson,13
hspec-leancheck,https://hackage.haskell.org/package/hspec-leancheck,3
hspec-megaparsec,https://hackage.haskell.org/package/hspec-megaparsec,11
hspec-meta,https://hackage.haskell.org/package/hspec-meta,47
hspec-need-env,https://hackage.haskell.org/package/hspec-need-env,5
hspec-pg-transact,https://hackage.haskell.org/package/hspec-pg-transact,3
hspec-smallcheck,https://hackage.haskell.org/package/hspec-smallcheck,9
hspec-wai,https://hackage.haskell.org/package/hspec-wai,24
hspec-wai-json,https://hackage.haskell.org/package/hspec-wai-json,10
hs-php-session,https://hackage.haskell.org/package/hs-php-session,5
hsshellscript,https://hackage.haskell.org/package/hsshellscript,13
hstatsd,https://hackage.haskell.org/package/hstatsd,1
HStringTemplate,https://hackage.haskell.org/package/HStringTemplate,35
HSvm,https://hackage.haskell.org/package/HSvm,4
HsYAML,https://hackage.haskell.org/package/HsYAML,8
