servant-cli,2, at Tue Nov 19 06:03:55 UTC 2019,558 total (93 in the last 30 days)
servant-client,36, at Thu Jan 23 12:16:51 UTC 2020,26437 total (1325 in the last 30 days)
servant-client-core,7, at Thu Jan 23 12:16:54 UTC 2020,5614 total (501 in the last 30 days)
servant-conduit,0, at Tue Nov 13 16:37:04 UTC 2018,473 total (59 in the last 30 days)
servant-docs,35, at Thu Jan 23 12:16:59 UTC 2020,19663 total (1036 in the last 30 days)
servant-elm,14, at Thu Oct 31 08:47:52 UTC 2019,5157 total (432 in the last 30 days)
servant-foreign,17, at Thu Jan 23 12:17:02 UTC 2020,8339 total (522 in the last 30 days)
servant-http-streams,2, at Thu Jan 23 12:16:57 UTC 2020,525 total (68 in the last 30 days)
servant-js,14, at Thu Jan 23 22:42:11 UTC 2020,7260 total (388 in the last 30 days)
servant-JuicyPixels,7, at Wed Sep 25 12:57:51 UTC 2019,3797 total (264 in the last 30 days)
servant-kotlin,13, at Wed Sep  4 12:30:04 UTC 2019,4073 total (470 in the last 30 days)
servant-lucid,20, at Thu Jan 23 20:12:47 UTC 2020,10798 total (593 in the last 30 days)
servant-machines,0, at Tue Nov 13 16:37:07 UTC 2018,427 total (56 in the last 30 days)
servant-mock,19, at Thu Jan 23 21:13:19 UTC 2020,9377 total (630 in the last 30 days)
servant-multipart,7, at Thu Jan 23 20:50:32 UTC 2020,7044 total (273 in the last 30 days)
servant-pipes,1, at Sun Sep 15 11:18:33 UTC 2019,541 total (64 in the last 30 days)
servant-rawm,6, at Mon Sep  2 00:26:13 UTC 2019,2491 total (216 in the last 30 days)
servant-ruby,14, at Wed Dec  5 04:54:08 UTC 2018,6018 total (565 in the last 30 days)
servant-server,40, at Thu Jan 23 12:16:49 UTC 2020,34308 total (1453 in the last 30 days)
servant-static-th,12, at Tue Sep 10 17:17:03 UTC 2019,4221 total (279 in the last 30 days)
servant-swagger,20, at Thu Jan 23 20:18:28 UTC 2020,19031 total (722 in the last 30 days)
servant-swagger-ui,13, at Thu Oct 10 11:57:31 UTC 2019,11140 total (445 in the last 30 days)
servant-swagger-ui-core,3, at Thu May 30 09:53:31 UTC 2019,1798 total (123 in the last 30 days)
servant-swagger-ui-redoc,3, at Thu Oct 10 11:57:34 UTC 2019,1231 total (148 in the last 30 days)
servant-tracing,2, at Fri Apr 27 01:35:08 UTC 2018,941 total (70 in the last 30 days)
servant-xml,5, at Fri May 10 03:16:22 UTC 2019,1644 total (165 in the last 30 days)
servant-yaml,1, at Tue Nov 13 23:31:36 UTC 2018,3553 total (75 in the last 30 days)
serversession,1, at Tue Jun 16 16:41:30 UTC 2015,1527 total (99 in the last 30 days)
serversession-frontend-wai,0, at Mon Jun 15 19:38:27 UTC 2015,915 total (52 in the last 30 days)
servius,18, at Thu Aug  2 05:49:58 UTC 2018,9916 total (470 in the last 30 days)
ses-html,7, at Sat Oct  7 20:32:22 UTC 2017,4339 total (269 in the last 30 days)
set-cover,11, at Sat Aug 31 18:31:49 UTC 2019,6396 total (458 in the last 30 days)
setenv,4, at Sun Jan 11 03:43:13 UTC 2015,124927 total (446 in the last 30 days)
setlocale,11, at Sat Sep 21 20:41:21 UTC 2019,15019 total (415 in the last 30 days)
sexp-grammar,14, at Sun Aug  4 22:00:42 UTC 2019,4522 total (243 in the last 30 days)
sexpr-parser,4, at Thu Aug 22 03:36:14 UTC 2019,1157 total (124 in the last 30 days)
SHA,22, at Thu Mar 15 00:38:32 UTC 2018,119820 total (1317 in the last 30 days)
shake,99, at Sun Feb  2 15:22:03 UTC 2020,98717 total (3130 in the last 30 days)
shake-language-c,17, at Wed Mar 14 21:34:10 UTC 2018,9741 total (468 in the last 30 days)
shakespeare,65, at Mon Jan 27 14:13:40 UTC 2020,94037 total (2353 in the last 30 days)
shared-memory,1, at Thu Nov  8 15:09:10 UTC 2018,1175 total (81 in the last 30 days)
ShellCheck,20, at Mon Jul 29 02:02:14 UTC 2019,32363 total (782 in the last 30 days)
shell-conduit,16, at Fri Mar 30 19:40:53 UTC 2018,10673 total (470 in the last 30 days)
shell-escape,3, at Wed Jul  8 21:05:52 UTC 2015,2974 total (157 in the last 30 days)
shellmet,3, at Sat Sep 28 11:54:13 UTC 2019,895 total (120 in the last 30 days)
shelltestrunner,19, at Sun Jan 14 18:31:36 UTC 2018,15600 total (851 in the last 30 days)
shelly,132, at Thu Aug 29 20:06:08 UTC 2019,103749 total (5139 in the last 30 days)
shikensu,17, at Mon Sep 17 15:27:52 UTC 2018,7259 total (714 in the last 30 days)
shortcut-links,7, at Thu Dec 26 20:00:09 UTC 2019,3394 total (206 in the last 30 days)
should-not-typecheck,5, at Tue Apr 19 07:34:02 UTC 2016,3923 total (196 in the last 30 days)
show-combinators,1, at Fri Jan 11 12:29:05 UTC 2019,1335 total (152 in the last 30 days)
shower,3, at Wed Oct  2 20:28:03 UTC 2019,957 total (139 in the last 30 days)
show-prettyprint,12, at Mon Jul  8 07:27:15 UTC 2019,4765 total (349 in the last 30 days)
siggy-chardust,0, at Fri Jun 22 17:11:26 UTC 2018,583 total (51 in the last 30 days)
signal,5, at Wed Aug  9 08:42:20 UTC 2017,2607 total (124 in the last 30 days)
silently,15, at Sun Jul 21 04:26:24 UTC 2019,70282 total (609 in the last 30 days)
simple,20, at Wed Jul 17 19:39:31 UTC 2019,11746 total (512 in the last 30 days)
simple-cabal,3, at Sat Oct  5 01:56:58 UTC 2019,741 total (157 in the last 30 days)
simple-cmd,8, at Thu Dec 12 11:18:45 UTC 2019,2489 total (299 in the last 30 days)
simple-cmd-args,6, at Thu Feb  6 05:53:59 UTC 2020,1533 total (228 in the last 30 days)
simple-log,36, at Sat Jun 29 00:05:52 UTC 2019,22214 total (1008 in the last 30 days)
simple-reflect,5, at Wed Mar 14 17:57:37 UTC 2018,12745 total (288 in the last 30 days)
simple-sendfile,38, at Thu Oct 24 11:39:31 UTC 2019,117414 total (1512 in the last 30 days)
simple-session,8, at Wed Nov 18 17:02:47 UTC 2015,5066 total (212 in the last 30 days)
simple-templates,6, at Wed Jul 17 19:20:58 UTC 2019,4471 total (222 in the last 30 days)
simple-vec3,17, at Wed Jun 12 13:02:52 UTC 2019,6012 total (641 in the last 30 days)
simplistic-generics,0, at Thu May 16 14:04:34 UTC 2019,279 total (60 in the last 30 days)
since,0, at Thu Nov 16 19:36:03 UTC 2017,657 total (35 in the last 30 days)
singleton-bool,5, at Wed Jun 19 22:04:38 UTC 2019,5858 total (440 in the last 30 days)
singleton-nats,13, at Tue Aug 27 15:27:03 UTC 2019,5788 total (427 in the last 30 days)
singletons,29, at Tue Aug 27 14:34:43 UTC 2019,27781 total (1356 in the last 30 days)
siphash,3, at Fri Dec 14 08:22:55 UTC 2012,5483 total (105 in the last 30 days)
size-based,2, at Fri Oct 19 08:54:03 UTC 2018,1604 total (131 in the last 30 days)
sized-grid,6, at Fri Sep 13 10:14:52 UTC 2019,1951 total (202 in the last 30 days)
skein,27, at Wed Dec 30 19:46:05 UTC 2015,62336 total (968 in the last 30 days)
skews,3, at Mon Mar  2 02:15:41 UTC 2020,991 total (172 in the last 30 days)
skip-var,1, at Mon Dec 24 23:01:34 UTC 2018,700 total (84 in the last 30 days)
skylighting,50, at Wed Jan 22 01:55:34 UTC 2020,41568 total (1990 in the last 30 days)
skylighting-core,20, at Wed Jan 22 01:55:26 UTC 2020,13534 total (1135 in the last 30 days)
slack-web,12, at Fri Mar  1 20:42:20 UTC 2019,4345 total (462 in the last 30 days)
smallcheck,18, at Thu Jul  5 09:17:34 UTC 2018,32915 total (879 in the last 30 days)
smallcheck-series,7, at Sun Feb 17 21:04:30 UTC 2019,3694 total (193 in the last 30 days)
smoothie,29, at Tue Feb  4 09:40:19 UTC 2020,13601 total (768 in the last 30 days)
snap-blaze,9, at Sat Mar 18 12:45:23 UTC 2017,8740 total (246 in the last 30 days)
snap-core,74, at Sun Nov 24 01:40:47 UTC 2019,89399 total (2673 in the last 30 days)
snap-server,90, at Fri Feb 15 20:44:31 UTC 2019,95283 total (3148 in the last 30 days)
snowflake,2, at Tue Mar 17 13:44:16 UTC 2015,2273 total (80 in the last 30 days)
soap,26, at Fri Mar 16 13:34:30 UTC 2018,11724 total (203 in the last 30 days)
soap-tls,4, at Fri Mar 16 13:34:54 UTC 2018,3052 total (166 in the last 30 days)
socket-activation,2, at Fri Jan  6 07:24:07 UTC 2017,2271 total (107 in the last 30 days)
socks,14, at Mon Sep 30 12:36:52 UTC 2019,147035 total (981 in the last 30 days)
sop-core,1, at Thu May  9 20:00:52 UTC 2019,3756 total (318 in the last 30 days)
sort,2, at Sat Jun  3 12:56:33 UTC 2017,1931 total (136 in the last 30 days)
sorted-list,12, at Wed Apr 25 10:54:04 UTC 2018,7937 total (478 in the last 30 days)
sourcemap,8, at Sun Dec 20 12:27:57 UTC 2015,14931 total (320 in the last 30 days)
sox,16, at Sun Sep  2 12:00:18 UTC 2018,9628 total (646 in the last 30 days)
soxlib,7, at Sun Sep  2 11:54:57 UTC 2018,4167 total (264 in the last 30 days)
sparse-linear-algebra,28, at Thu Apr  5 20:13:03 UTC 2018,8788 total (312 in the last 30 days)
spatial-math,23, at Tue Aug 21 03:10:52 UTC 2018,12377 total (630 in the last 30 days)
special-values,0, at Thu Nov  9 17:55:47 UTC 2017,754 total (71 in the last 30 days)
speculate,18, at Sat Aug 10 18:44:00 UTC 2019,7427 total (615 in the last 30 days)
speedy-slice,7, at Wed Dec 21 21:15:05 UTC 2016,3916 total (266 in the last 30 days)
sphinx,25, at Wed Oct 26 20:21:41 UTC 2016,15553 total (696 in the last 30 days)
Spintax,7, at Sun Mar  8 13:59:24 UTC 2020,3672 total (315 in the last 30 days)
splice,11, at Sat Sep  1 18:44:34 UTC 2012,7667 total (370 in the last 30 days)
split,21, at Sat Feb 22 21:57:25 UTC 2020,195062 total (1462 in the last 30 days)
splitmix,4, at Mon Feb 24 18:49:14 UTC 2020,5574 total (752 in the last 30 days)
spoon,3, at Mon Jun 17 04:21:54 UTC 2013,6889 total (168 in the last 30 days)
spreadsheet,13, at Sun Sep  2 12:10:42 UTC 2018,8148 total (534 in the last 30 days)
sqlite-simple,30, at Sat Mar  7 19:02:56 UTC 2020,23226 total (1601 in the last 30 days)
sqlite-simple-errors,6, at Wed Mar 28 02:47:56 UTC 2018,3197 total (209 in the last 30 days)
sql-words,14, at Tue May 14 02:42:40 UTC 2019,8799 total (437 in the last 30 days)
srcloc,14, at Fri Mar 30 20:33:43 UTC 2018,14162 total (546 in the last 30 days)
stache,21, at Sat Mar  7 14:12:35 UTC 2020,10535 total (840 in the last 30 days)
stack,46, at Tue Jul 16 19:39:52 UTC 2019,39864 total (1481 in the last 30 days)
starter,3, at Sat Jun 23 06:51:47 UTC 2018,1394 total (131 in the last 30 days)
state-codes,3, at Tue Oct 17 00:51:59 UTC 2017,1967 total (107 in the last 30 days)
stateref,1, at Thu Nov 19 17:27:06 UTC 2009,7432 total (150 in the last 30 days)
statestack,6, at Thu Nov 14 04:02:54 UTC 2019,13971 total (325 in the last 30 days)
StateVar,10, at Mon Jun  3 02:23:13 UTC 2019,74368 total (919 in the last 30 days)
static-text,5, at Fri Feb 21 16:34:07 UTC 2020,1640 total (234 in the last 30 days)
statistics,57, at Sun Jan  5 14:07:54 UTC 2020,78588 total (2351 in the last 30 days)
stb-image-redux,10, at Tue Dec 26 01:06:27 UTC 2017,4760 total (288 in the last 30 days)
step-function,6, at Mon May 21 15:58:55 UTC 2018,3327 total (217 in the last 30 days)
stm,17, at Sat Sep 22 10:51:39 UTC 2018,325209 total (1187 in the last 30 days)
stm-chans,13, at Sat May 30 05:58:50 UTC 2015,73514 total (605 in the last 30 days)
stm-conduit,37, at Thu Sep 27 10:18:55 UTC 2018,25431 total (1372 in the last 30 days)
stm-delay,2, at Sun Sep 14 06:47:53 UTC 2014,8151 total (251 in the last 30 days)
stm-extras,4, at Sun Oct  8 10:12:53 UTC 2017,1872 total (146 in the last 30 days)
stm-split,5, at Sat Sep 22 18:07:37 UTC 2018,3225 total (291 in the last 30 days)
stopwatch,6, at Wed May  1 02:07:03 UTC 2019,3029 total (198 in the last 30 days)
storable-complex,4, at Mon Nov  5 17:46:01 UTC 2018,16376 total (282 in the last 30 days)
storable-record,10, at Tue Feb  4 09:29:19 UTC 2020,13564 total (620 in the last 30 days)
storable-tuple,5, at Tue Oct  3 18:21:25 UTC 2017,8912 total (407 in the last 30 days)
storablevector,27, at Sat Feb 17 17:57:32 UTC 2018,16801 total (1095 in the last 30 days)
store,25, at Sat Feb  8 05:54:50 UTC 2020,17802 total (875 in the last 30 days)
store-core,9, at Wed Oct 23 05:09:27 UTC 2019,10776 total (382 in the last 30 days)
Strafunski-StrategyLib,10, at Sun Mar 11 12:00:21 UTC 2018,8984 total (314 in the last 30 days)
stratosphere,77, at Mon Mar  9 21:20:21 UTC 2020,29001 total (2988 in the last 30 days)
streaming,38, at Tue Sep 24 16:28:10 UTC 2019,21419 total (1137 in the last 30 days)
streaming-attoparsec,1, at Fri May 10 03:50:37 UTC 2019,884 total (71 in the last 30 days)
streaming-bytestring,21, at Thu Apr  5 17:11:21 UTC 2018,11660 total (640 in the last 30 days)
streaming-cassava,1, at Tue Jan 23 04:21:11 UTC 2018,1042 total (81 in the last 30 days)
streaming-commons,44, at Sun Jan  5 12:27:40 UTC 2020,205083 total (2135 in the last 30 days)
streaming-wai,1, at Mon Nov 30 05:51:34 UTC 2015,1053 total (44 in the last 30 days)
streamly,14, at Thu Feb 20 14:50:35 UTC 2020,4974 total (726 in the last 30 days)
streamproc,7, at Fri Apr  5 20:39:29 UTC 2013,5375 total (347 in the last 30 days)
streams,32, at Wed Jun 15 23:04:20 UTC 2016,20447 total (855 in the last 30 days)
strict,4, at Fri Mar  7 14:48:06 UTC 2008,58408 total (341 in the last 30 days)
strict-base-types,9, at Sun Feb 11 14:05:09 UTC 2018,7291 total (386 in the last 30 days)
strict-concurrency,8, at Tue Oct  9 12:52:40 UTC 2018,7492 total (279 in the last 30 days)
strict-list,6, at Mon Sep  9 09:50:23 UTC 2019,2630 total (398 in the last 30 days)
stringbuilder,5, at Thu Feb  8 17:47:37 UTC 2018,15129 total (303 in the last 30 days)
string-class,6, at Tue Feb 13 12:15:13 UTC 2018,4426 total (303 in the last 30 days)
string-combinators,10, at Fri Jun 13 12:24:54 UTC 2014,7061 total (253 in the last 30 days)
string-conv,2, at Wed Jun 22 23:17:13 UTC 2016,3894 total (150 in the last 30 days)
string-conversions,8, at Fri Dec 30 04:34:33 UTC 2016,23197 total (510 in the last 30 days)
string-interpolate,3, at Mon Dec 16 23:06:41 UTC 2019,931 total (113 in the last 30 days)
string-qq,1, at Tue Sep 24 03:49:06 UTC 2019,12483 total (174 in the last 30 days)
stringsearch,16, at Sat Mar 28 23:05:19 UTC 2015,79292 total (705 in the last 30 days)
string-transform,7, at Tue Jul  2 05:05:27 UTC 2019,2320 total (182 in the last 30 days)
stripe-concepts,2, at Tue Oct  1 02:17:39 UTC 2019,670 total (67 in the last 30 days)
stripe-scotty,0, at Thu Dec 20 06:31:13 UTC 2018,366 total (38 in the last 30 days)
stripe-signature,1, at Sun May 19 02:28:49 UTC 2019,554 total (61 in the last 30 days)
stripe-wreq,1, at Tue Oct  1 02:17:45 UTC 2019,475 total (59 in the last 30 days)
strive,34, at Fri Nov  8 16:10:10 UTC 2019,14419 total (911 in the last 30 days)
structs,4, at Wed Jan 29 15:19:39 UTC 2020,2156 total (180 in the last 30 days)
structured-cli,21, at Fri Jan 17 10:45:10 UTC 2020,6620 total (574 in the last 30 days)
summoner,12, at Wed Dec 25 17:12:26 UTC 2019,3413 total (454 in the last 30 days)
sum-type-boilerplate,1, at Mon Jul 31 15:45:18 UTC 2017,1228 total (90 in the last 30 days)
sundown,19, at Fri Jan 17 17:15:40 UTC 2014,12039 total (594 in the last 30 days)
superbuffer,4, at Sun May 28 10:09:49 UTC 2017,3542 total (201 in the last 30 days)
sv,8, at Tue Aug 13 05:39:16 UTC 2019,2652 total (244 in the last 30 days)
sv-cassava,2, at Wed Sep 26 04:08:59 UTC 2018,1017 total (71 in the last 30 days)
sv-core,9, at Tue Aug 13 05:38:45 UTC 2019,2568 total (169 in the last 30 days)
svg-builder,3, at Thu May 10 03:09:58 UTC 2018,7802 total (226 in the last 30 days)
SVGFonts,24, at Tue Jan 29 16:48:00 UTC 2019,23117 total (797 in the last 30 days)
svg-tree,23, at Wed Jun 19 19:19:17 UTC 2019,10591 total (697 in the last 30 days)
swagger,4, at Sun Sep 18 21:45:05 UTC 2016,3319 total (152 in the last 30 days)
swagger2,30, at Sat Nov 23 10:49:48 UTC 2019,23720 total (1118 in the last 30 days)
swish,63, at Sat Feb 22 04:38:55 UTC 2020,34736 total (2480 in the last 30 days)
syb,27, at Sat Jun 15 07:54:35 UTC 2019,293110 total (1476 in the last 30 days)
symbol,11, at Thu Oct  9 21:07:31 UTC 2014,13023 total (421 in the last 30 days)
symengine,0, at Fri Jun 10 10:26:45 UTC 2016,837 total (42 in the last 30 days)
sysinfo,1, at Wed May  3 11:07:56 UTC 2017,1381 total (97 in the last 30 days)
system-argv0,1, at Fri Nov 18 06:33:51 UTC 2011,6538 total (92 in the last 30 days)
systemd,14, at Fri Oct 11 18:51:58 UTC 2019,7500 total (437 in the last 30 days)
system-fileio,32, at Wed Sep  5 08:07:02 UTC 2018,88542 total (1382 in the last 30 days)
system-filepath,29, at Thu Jan 18 15:29:20 UTC 2018,112734 total (1024 in the last 30 days)
tabular,11, at Thu Feb 26 09:28:20 UTC 2015,10664 total (412 in the last 30 days)
tagchup,9, at Sun Sep  2 18:50:58 UTC 2018,5537 total (420 in the last 30 days)
tagged,33, at Mon Jul  2 22:54:20 UTC 2018,327496 total (1277 in the last 30 days)
tagged-binary,3, at Mon Jul 31 08:41:04 UTC 2017,2622 total (195 in the last 30 days)
tagged-identity,3, at Sun Jun  9 09:55:10 UTC 2019,1906 total (179 in the last 30 days)
tagged-transformer,16, at Tue Apr 24 17:04:59 UTC 2018,10339 total (453 in the last 30 days)
tagshare,0, at Wed Aug  1 12:07:43 UTC 2012,11126 total (76 in the last 30 days)
tagsoup,37, at Wed May  1 19:45:41 UTC 2019,163755 total (1671 in the last 30 days)
tagstream-conduit,15, at Fri Sep  5 04:04:27 UTC 2014,36885 total (423 in the last 30 days)
tao,0, at Tue Mar 20 00:52:49 UTC 2018,501 total (42 in the last 30 days)
tao-example,0, at Tue Mar 20 00:57:14 UTC 2018,510 total (34 in the last 30 days)
tar,22, at Mon Aug 26 09:45:52 UTC 2019,113965 total (1389 in the last 30 days)
tar-conduit,11, at Tue Jan 15 15:12:26 UTC 2019,5400 total (423 in the last 30 days)
tardis,2, at Mon Apr 25 21:49:25 UTC 2016,2634 total (113 in the last 30 days)
tasty,57, at Sun Jun  9 19:08:41 UTC 2019,105758 total (2656 in the last 30 days)
tasty-ant-xml,23, at Sat Mar  2 14:29:06 UTC 2019,17715 total (936 in the last 30 days)
tasty-dejafu,31, at Sun Mar 24 03:09:37 UTC 2019,10654 total (817 in the last 30 days)
tasty-discover,18, at Tue Jun  5 23:35:01 UTC 2018,8143 total (568 in the last 30 days)
tasty-expected-failure,7, at Thu Aug 29 08:37:58 UTC 2019,5067 total (405 in the last 30 days)
tasty-golden,23, at Fri Feb 21 12:50:11 UTC 2020,28838 total (1565 in the last 30 days)
tasty-hedgehog,6, at Wed Jan 15 22:01:59 UTC 2020,4410 total (342 in the last 30 days)
tasty-hspec,13, at Thu Nov 15 23:24:51 UTC 2018,13123 total (439 in the last 30 days)
tasty-hunit,11, at Wed May 15 05:50:40 UTC 2019,54663 total (741 in the last 30 days)
tasty-kat,2, at Tue Jan 20 18:22:25 UTC 2015,3377 total (127 in the last 30 days)
tasty-leancheck,0, at Fri Sep  7 13:32:36 UTC 2018,452 total (53 in the last 30 days)
tasty-lua,5, at Sun Jan 26 16:07:41 UTC 2020,1349 total (248 in the last 30 days)
tasty-program,4, at Wed Jul 13 15:17:30 UTC 2016,3189 total (151 in the last 30 days)
tasty-quickcheck,17, at Fri Jan 31 16:09:19 UTC 2020,47689 total (833 in the last 30 days)
tasty-silver,20, at Fri Jul 12 06:48:56 UTC 2019,13576 total (555 in the last 30 days)
tasty-smallcheck,4, at Thu Nov 26 17:48:05 UTC 2015,14734 total (285 in the last 30 days)
tasty-th,8, at Mon Apr 10 16:07:32 UTC 2017,13471 total (254 in the last 30 days)
TCache,36, at Sat Feb 11 21:56:51 UTC 2017,27864 total (1535 in the last 30 days)
tce-conf,2, at Mon Oct 10 14:36:42 UTC 2016,1522 total (111 in the last 30 days)
tcp-streams,11, at Mon Jan 21 06:41:01 UTC 2019,5699 total (397 in the last 30 days)
tcp-streams-openssl,2, at Wed Jul 26 07:07:21 UTC 2017,1558 total (143 in the last 30 days)
tdigest,3, at Thu Jul  5 16:11:28 UTC 2018,2233 total (117 in the last 30 days)
template-haskell,16, at Sun Sep  1 08:28:40 UTC 2019,36373 total (717 in the last 30 days)
template-toolkit,1, at Mon Dec  3 16:20:25 UTC 2018,842 total (86 in the last 30 days)
temporary,16, at Tue Apr 10 14:21:43 UTC 2018,153292 total (1051 in the last 30 days)
temporary-rc,0, at Fri May  9 12:28:37 UTC 2014,6030 total (88 in the last 30 days)
temporary-resourcet,1, at Sat Aug 11 15:41:03 UTC 2018,1718 total (63 in the last 30 days)
tensorflow-test,0, at Wed May 10 22:33:18 UTC 2017,769 total (49 in the last 30 days)
tensors,4, at Wed Apr  3 00:21:23 UTC 2019,1518 total (231 in the last 30 days)
termbox,1, at Sat Jun 22 13:49:01 UTC 2019,570 total (42 in the last 30 days)
terminal-progress-bar,13, at Sat Jun 15 15:08:01 UTC 2019,9999 total (425 in the last 30 days)
terminal-size,6, at Sun Nov  1 15:10:47 UTC 2015,23139 total (457 in the last 30 days)
terminfo,26, at Thu Jan 17 05:12:36 UTC 2019,74041 total (1094 in the last 30 days)
test-framework,30, at Sat Dec 30 17:50:01 UTC 2017,92211 total (1008 in the last 30 days)
test-framework-hunit,10, at Fri Sep  4 15:42:27 UTC 2015,63372 total (385 in the last 30 days)
test-framework-leancheck,0, at Sat Sep  8 18:35:51 UTC 2018,453 total (59 in the last 30 days)
test-framework-quickcheck2,21, at Mon Sep  3 17:10:03 UTC 2018,56017 total (634 in the last 30 days)
test-framework-smallcheck,2, at Tue Feb 19 15:41:11 UTC 2013,3733 total (118 in the last 30 days)
test-framework-th,6, at Sun Dec  2 12:03:35 UTC 2012,15779 total (235 in the last 30 days)
testing-feat,10, at Sat May 26 18:05:28 UTC 2018,16028 total (332 in the last 30 days)
testing-type-modifiers,1, at Wed Jul  1 09:26:43 UTC 2015,1471 total (75 in the last 30 days)
texmath,97, at Sat Feb 15 06:16:04 UTC 2020,140300 total (4685 in the last 30 days)
text,70, at Sat Aug 10 10:33:33 UTC 2019,545330 total (3083 in the last 30 days)
text-binary,3, at Thu Sep 29 09:59:40 UTC 2016,12567 total (343 in the last 30 days)
text-builder,24, at Thu Oct 24 00:23:15 UTC 2019,8510 total (729 in the last 30 days)
text-conversions,2, at Thu Jun  9 20:32:26 UTC 2016,2890 total (328 in the last 30 days)
text-format,13, at Wed Jul 25 16:49:04 UTC 2018,24179 total (570 in the last 30 days)
text-icu,19, at Fri Jan  9 04:58:03 UTC 2015,31610 total (737 in the last 30 days)
text-latin1,3, at Fri Mar  9 13:08:05 UTC 2018,5419 total (215 in the last 30 days)
text-ldap,14, at Sat Aug 25 08:36:31 UTC 2018,6900 total (416 in the last 30 days)
textlocal,5, at Mon Dec 26 12:13:11 UTC 2016,2722 total (190 in the last 30 days)
text-manipulate,7, at Fri Apr 17 09:20:21 UTC 2015,5067 total (209 in the last 30 days)
text-metrics,2, at Tue Jun 13 10:07:24 UTC 2017,6912 total (296 in the last 30 days)
text-postgresql,6, at Sat Jun 23 04:44:07 UTC 2018,3361 total (203 in the last 30 days)
text-printer,4, at Sat Jul  6 15:53:55 UTC 2019,5605 total (223 in the last 30 days)
text-region,4, at Mon May 21 18:31:27 UTC 2018,6213 total (172 in the last 30 days)
text-short,3, at Sat Jul 20 15:40:06 UTC 2019,11000 total (437 in the last 30 days)
text-show,42, at Fri Feb 28 11:47:45 UTC 2020,31937 total (2016 in the last 30 days)
text-show-instances,27, at Fri Nov  8 13:30:00 UTC 2019,15408 total (829 in the last 30 days)
text-zipper,18, at Sat Sep  9 23:07:15 UTC 2017,13610 total (634 in the last 30 days)
tfp,12, at Sat Jan  5 11:15:32 UTC 2019,7341 total (382 in the last 30 days)
tf-random,4, at Wed Apr  9 13:57:37 UTC 2014,229893 total (431 in the last 30 days)
th-abstraction,19, at Thu Feb  6 17:55:04 UTC 2020,68204 total (1512 in the last 30 days)
th-data-compat,9, at Wed Aug  7 05:02:18 UTC 2019,4610 total (314 in the last 30 days)
th-desugar,22, at Tue Aug 27 14:06:52 UTC 2019,25898 total (1098 in the last 30 days)
these,19, at Fri Jul 26 08:19:44 UTC 2019,19348 total (1019 in the last 30 days)
th-expand-syns,16, at Thu Aug 29 21:52:40 UTC 2019,34096 total (865 in the last 30 days)
th-extras,2, at Sat May 14 22:01:27 UTC 2016,8564 total (177 in the last 30 days)
th-lift,25, at Fri Dec  6 16:41:55 UTC 2019,60421 total (1426 in the last 30 days)
th-lift-instances,15, at Tue Aug 13 20:13:48 UTC 2019,28769 total (883 in the last 30 days)
th-nowq,4, at Fri Feb 21 16:48:08 UTC 2020,1314 total (192 in the last 30 days)
th-orphans,26, at Sat Sep 28 14:07:56 UTC 2019,52823 total (1125 in the last 30 days)
th-printf,10, at Thu Sep 12 19:43:51 UTC 2019,4645 total (173 in the last 30 days)
thread-hierarchy,6, at Sun Dec 23 14:57:16 UTC 2018,3011 total (201 in the last 30 days)
thread-local-storage,8, at Sun Jul  1 12:15:51 UTC 2018,4425 total (173 in the last 30 days)
threads,18, at Wed Mar 14 20:17:11 UTC 2018,27596 total (654 in the last 30 days)
threepenny-gui,30, at Tue Dec 24 18:18:53 UTC 2019,20246 total (959 in the last 30 days)
th-reify-compat,5, at Sun Aug 26 12:45:33 UTC 2018,3163 total (210 in the last 30 days)
th-reify-many,11, at Sun Apr 21 15:07:55 UTC 2019,28297 total (716 in the last 30 days)
throttle-io-stream,1, at Sun Sep  3 21:11:24 UTC 2017,1112 total (58 in the last 30 days)
throwable-exceptions,9, at Thu Sep 14 03:36:44 UTC 2017,4321 total (303 in the last 30 days)
th-strict-compat,1, at Sun Sep 24 13:54:54 UTC 2017,1176 total (84 in the last 30 days)
th-test-utils,1, at Fri Sep 27 18:37:28 UTC 2019,429 total (76 in the last 30 days)
th-utilities,9, at Thu Oct 17 03:24:32 UTC 2019,13752 total (559 in the last 30 days)
thyme,24, at Thu Nov 27 04:40:46 UTC 2014,19909 total (711 in the last 30 days)
tile,1, at Thu Oct 26 01:44:25 UTC 2017,1153 total (65 in the last 30 days)
time,34, at Mon May 20 23:19:40 UTC 2019,71212 total (1917 in the last 30 days)
time-compat,6, at Mon May 13 13:13:46 UTC 2019,21762 total (591 in the last 30 days)
timeit,2, at Tue Feb 20 10:51:06 UTC 2018,5004 total (203 in the last 30 days)
timelens,1, at Thu Jun 30 12:56:34 UTC 2016,1233 total (71 in the last 30 days)
time-lens,5, at Thu Jan  4 19:35:57 UTC 2018,4108 total (193 in the last 30 days)
time-locale-compat,7, at Sun Aug 26 12:16:51 UTC 2018,94624 total (572 in the last 30 days)
time-locale-vietnamese,1, at Tue Nov 28 11:10:21 UTC 2017,1092 total (70 in the last 30 days)
time-manager,0, at Tue Jun  4 01:44:37 UTC 2019,2399 total (297 in the last 30 days)
time-parsers,3, at Fri Apr 26 09:30:55 UTC 2019,3951 total (108 in the last 30 days)
