Name,PR,Rank,NormRank,LTS
ghc-prim,7.980608624476877,1,0.0012091898428053204,0
base,6.964578134435335,2,0.0024183796856106408,0
bytestring,1.008515241137784,3,0.0036275695284159614,0
array,0.9112116326408617,4,0.0048367593712212815,0
deepseq,0.8426321032652656,5,0.006045949214026602,0
transformers,0.6462317582644563,6,0.007255139056831923,0
containers,0.5513409345093935,7,0.008464328899637243,0
text,0.44203798826409246,8,0.009673518742442563,0
integer-gmp,0.3740910452485315,9,0.010882708585247884,0
mtl,0.3579887031140587,10,0.012091898428053204,0
time,0.3010870038936769,11,0.013301088270858524,0
template-haskell,0.20598956422029607,12,0.014510278113663845,0
old-locale,0.17448419125259837,13,0.015719467956469165,0
unix,0.1724791435499955,14,0.016928657799274487,0
filepath,0.1661347380656048,15,0.018137847642079808,0
directory,0.14559277372126167,16,0.019347037484885126,0
hashable,0.1424201199224025,17,0.020556227327690448,0
pretty,0.13878986170182142,18,0.02176541717049577,0
vector,0.12180355355929269,19,0.022974607013301087,0
stm,0.11451727891741079,20,0.02418379685610641,0
random,0.10602538462819397,21,0.02539298669891173,0
transformers-base,0.09350259669689667,22,0.026602176541717048,0
semigroups,0.0913062146082594,23,0.02781136638452237,0
parsec,0.09092516444470129,24,0.02902055622732769,0
blaze-builder,0.08707511411150334,25,0.030229746070133012,0
unordered-containers,0.08698158915136783,26,0.03143893591293833,0
attoparsec,0.08509854588380959,27,0.032648125755743655,0
network,0.08472168518908894,28,0.03385731559854897,0
monad-control,0.08262333379813222,29,0.03506650544135429,0
binary,0.07979213640502544,30,0.036275695284159616,0
primitive,0.07635950854882285,31,0.037484885126964934,0
process,0.07373503088418198,32,0.03869407496977025,0
tagged,0.07181809642273117,33,0.03990326481257558,0
QuickCheck,0.06723141904736415,34,0.041112454655380895,0
syb,0.06393823772714458,35,0.04232164449818621,0
semigroupoids,0.0631539046583585,36,0.04353083434099154,0
data-default-class,0.05989813115581371,37,0.044740024183796856,0
conduit,0.059607053269420396,38,0.045949214026602174,0
aeson,0.05916456482395798,39,0.0471584038694075,0
byteable,0.05900151747569883,40,0.04836759371221282,0
cereal,0.057051790778351014,41,0.049576783555018135,0
comonad,0.051120283482049465,42,0.05078597339782346,0
