Name,PR,Rank,NormRank,LTS
ghc-prim,22.661728405187233,1,0.000425531914893617,12
base,19.8172328040084,2,0.000851063829787234,12
deepseq,2.7705512517262476,3,0.001276595744680851,12
array,2.639301514456891,4,0.001702127659574468,12
bytestring,2.535309347528175,5,0.002127659574468085,12
transformers,1.9330380213967582,6,0.002553191489361702,12
text,1.4087460431029457,7,0.0029787234042553193,12
containers,1.3936806772060701,8,0.003404255319148936,12
integer-gmp,0.9728020198634947,9,0.003829787234042553,12
mtl,0.7844079178979411,10,0.00425531914893617,12
time,0.7722123351473074,11,0.004680851063829788,12
template-haskell,0.6564871175420502,12,0.005106382978723404,12
binary,0.48169050742050173,13,0.005531914893617021,12
vector,0.44475309645021155,14,0.005957446808510639,12
hashable,0.43910823968686524,15,0.006382978723404255,12
amazonka-core,0.43359336464998666,16,0.006808510638297872,12
filepath,0.4100392337870934,17,0.00723404255319149,12
unix,0.40981966998295466,18,0.007659574468085106,12
stm,0.3416131121550434,19,0.008085106382978723,12
directory,0.33186922524164886,20,0.00851063829787234,12
pretty,0.320567892543756,21,0.008936170212765958,12
semigroups,0.3097107524789552,22,0.009361702127659575,12
primitive,0.30367891971794425,23,0.00978723404255319,12
transformers-compat,0.30192691126509585,24,0.010212765957446808,12
aeson,0.30001557243818705,25,0.010638297872340425,12
unordered-containers,0.2969672446031196,26,0.011063829787234043,12
attoparsec,0.26463777920693266,27,0.01148936170212766,12
exceptions,0.24523373669064175,28,0.011914893617021277,12
ghc-boot-th,0.23883289805221547,29,0.012340425531914894,12
QuickCheck,0.205623939666467,30,0.01276595744680851,12
random,0.19650571655867782,31,0.013191489361702127,12
tagged,0.19583417726518632,32,0.013617021276595745,12
process,0.17967758964993047,33,0.014042553191489362,12
parsec,0.17519606946273908,34,0.01446808510638298,12
network,0.17162690777424644,35,0.014893617021276596,12
lens,0.16160169853072073,36,0.015319148936170212,12
scientific,0.15432264382161376,37,0.01574468085106383,12
http-types,0.13449778518466035,38,0.016170212765957447,12
conduit,0.1276060030033277,39,0.016595744680851062,12
async,0.12450165046541474,40,0.01702127659574468,12
data-default-class,0.12439471256045226,41,0.017446808510638297,12
case-insensitive,0.12028451561040175,42,0.017872340425531916,12
transformers-base,0.11125393870383213,43,0.01829787234042553,12
resourcet,0.11064573263306188,44,0.01872340425531915,12
base-compat,0.10870003225522275,45,0.019148936170212766,12
utility-ht,0.09887474691787596,46,0.01957446808510638,12
ansi-terminal,0.09655226157018491,47,0.02,12
memory,0.09437012825011766,48,0.020425531914893616,12
cereal,0.09412464578652012,49,0.020851063829787235,12
monad-control,0.0938511017467742,50,0.02127659574468085,12
utf8-string,0.0925374549130527,51,0.02170212765957447,12
base-orphans,0.08900741350424954,52,0.022127659574468085,12
split,0.08593728640671038,53,0.0225531914893617,12
blaze-builder,0.08500478780927906,54,0.02297872340425532,12
profunctors,0.08495977935183677,55,0.023404255319148935,12
semigroupoids,0.08485986978198629,56,0.023829787234042554,12
http-client,0.0825693849312292,57,0.02425531914893617,12
wai,0.08112383006985123,58,0.02468085106382979,12
contravariant,0.07949614537775224,59,0.025106382978723404,12
syb,0.07882151816484435,60,0.02553191489361702,12
data-default,0.078193816967313,61,0.02595744680851064,12
dlist,0.0762968695866916,62,0.026382978723404255,12
bifunctors,0.07579961286371197,63,0.026808510638297874,12
old-locale,0.07486222601861527,64,0.02723404255319149,12
validity,0.07464423369663564,65,0.027659574468085105,12
optparse-applicative,0.07446481559445983,66,0.028085106382978724,12
comonad,0.07199825426799523,67,0.02851063829787234,12
call-stack,0.07003891723758292,68,0.02893617021276596,12
unliftio-core,0.06632562285790096,69,0.029361702127659574,12
distributive,0.0662953330783782,70,0.029787234042553193,12
HUnit,0.06589545233894857,71,0.03021276595744681,12
cryptonite,0.06527771157006286,72,0.030638297872340424,12
network-uri,0.06369764375165428,73,0.031063829787234043,12
conduit-extra,0.06235989765307515,74,0.03148936170212766,12
prettyprinter,0.06041141226279931,75,0.031914893617021274,12
th-abstraction,0.06009515831412405,76,0.03234042553191489,12
blaze-html,0.05692147529734499,77,0.03276595744680851,12
base64-bytestring,0.055673545338042356,78,0.033191489361702124,12
servant,0.05469175057516919,79,0.03361702127659574,12
pipes,0.05437170633581751,80,0.03404255319148936,12
basement,0.05325391833780046,81,0.03446808510638298,12
mmorph,0.05270921697016723,82,0.03489361702127659,12
byteable,0.052664313101047154,83,0.03531914893617021,12
safe,0.05101532212147262,84,0.03574468085106383,12
blaze-markup,0.050184733849150884,85,0.036170212765957444,12
colour,0.04998856615197378,86,0.03659574468085106,12
xml-conduit,0.04990689198021185,87,0.03702127659574468,12
ghc,0.04909271223131075,88,0.0374468085106383,12
void,0.0482745341393395,89,0.03787234042553191,12
microlens,0.04608059564936205,90,0.03829787234042553,12
xml-types,0.045626045876839494,91,0.03872340425531915,12
zlib,0.04482177831294325,92,0.03914893617021276,12
constraints,0.04428654462893219,93,0.03957446808510638,12
clock,0.04387770827453631,94,0.04,12
base-prelude,0.04316668251083837,95,0.04042553191489362,12
http-conduit,0.04314888817448787,96,0.04085106382978723,12
